changepoint_prior_scale,changepoint_range,daily_seasonality,holidays_prior_scale,seasonality_mode,seasonality_prior_scale,weekly_seasonality,loss,trial_number
0.32066670253858265,0.10307278417242755,0.0,9.346657297715133,0.0,6.429624554721862,1.0,0.1771979856635906,0
0.4097943544773557,0.6799547371603939,1.0,7.263157241387712,1.0,6.398206122572996,1.0,0.5212660671997833,1
0.3331173131327512,0.2989460586647865,1.0,9.800365547463246,0.0,7.276425891266232,1.0,0.21118036085162165,2
0.4001784930526589,0.12813564304446307,1.0,9.695506066362682,0.0,6.634540244228514,0.0,0.20692354731265197,3
0.4227088696102137,0.6302317040372765,0.0,8.661354195858243,0.0,6.597367769095744,0.0,0.19576064364760618,4
0.4401089375236443,0.3475431387112,1.0,7.895907934586851,1.0,7.137625729924547,1.0,0.3058690556087298,5
0.403020013686718,0.22107983415604482,1.0,9.81242509205178,0.0,6.07006652602044,0.0,0.20458038652407173,6
0.30291755503681905,0.29211010528299863,1.0,9.247472598874353,0.0,6.6257781078496105,1.0,0.2073195593130666,7
0.4323038762982424,0.33566054777068344,0.0,8.890731863802024,1.0,7.7467551206945515,1.0,0.3104187743142565,8
0.3693064093915785,0.594323713872368,0.0,7.501982832256848,0.0,6.247363843075665,0.0,0.1915972659534831,9
0.375904218944991,0.6425221691443481,1.0,8.394140505565153,1.0,7.772859932161108,0.0,0.46747258052758794,10
0.3242180554194048,0.34525450103134625,0.0,7.7237684444058,0.0,6.28026818917423,0.0,0.17958493169132816,11
0.486046059854259,0.30118494453947403,0.0,7.184683464703072,1.0,7.049099683880943,1.0,0.2973916989830536,12
0.4071815063648797,0.19349642810966927,1.0,8.120218656085965,0.0,7.545512146379048,0.0,0.2010124567557109,13
0.35736944190841613,0.1876999844735081,0.0,7.399516794972929,0.0,6.726521122763311,0.0,0.16629576251044495,14
0.4900691220723834,0.12440871116334284,1.0,7.857682690333694,1.0,7.303063614916619,0.0,0.2662925983290336,15
0.49116449363841036,0.6736535257186517,1.0,8.229911099759967,1.0,6.19941539079718,1.0,0.5050766424606852,16
0.36423072883185476,0.33898059950967885,1.0,9.37031987216411,1.0,7.440141587649281,1.0,0.31977614356973816,17
0.3942390940331925,0.26049933600928904,1.0,9.309320216543654,1.0,6.818118062834571,1.0,0.2929390636972763,18
0.38019948973533846,0.276152911641357,1.0,8.60283731685641,0.0,7.538520650616605,0.0,0.20322078513940572,19
0.343308520626227,0.48413964122842956,0.0,8.968162885739558,0.0,6.846721669685797,0.0,0.18793598773487344,20
0.3087231704656759,0.10368360092922276,0.0,9.536796534988408,0.0,6.450052257784616,1.0,0.1817893873038843,21
0.34898047325011994,0.43977029970583337,0.0,7.004181142057224,0.0,6.840075173271628,1.0,0.19926846650298813,22
0.321558220587989,0.16298966212946134,0.0,8.98311774612669,0.0,6.490388762758384,0.0,0.16794030485617695,23
0.3541799485655178,0.18250539029090196,0.0,8.955851112646432,0.0,6.000872929660687,0.0,0.1705483283607628,24
0.4617822624360764,0.5290454436981665,0.0,7.513055593912381,0.0,7.990801056779288,0.0,0.170353978798791,25
0.31250555809253233,0.18093886896240885,0.0,8.807187715692544,0.0,6.9512304824461815,0.0,0.1775537300802094,26
0.33240770275080583,0.4024612264377637,0.0,8.396096951161098,0.0,6.701537572412559,0.0,0.18500785694498684,27
0.3841036754094774,0.1448746845258282,0.0,9.991078443080271,0.0,6.456318645300755,0.0,0.16562103177167084,28
0.3859046085261001,0.23710975802245943,0.0,7.088723083991062,0.0,6.11655867836173,0.0,0.19388356268457682,29
0.45558572897066374,0.14372969251296525,0.0,7.395446903693807,0.0,6.360720577175908,0.0,0.1789307695085108,30
0.3621219435169461,0.10233687076591083,0.0,8.06610009412437,0.0,7.1519822013413625,0.0,0.1756273472312013,31
0.41930672058156365,0.21918527861885187,0.0,7.675791210349741,0.0,6.748206952708463,0.0,0.1932332539863064,32
0.3915424204650901,0.38482045371885326,0.0,9.616005419581702,0.0,6.52408974344932,0.0,0.1941743088981709,33
0.339625479984268,0.14394394817524211,0.0,9.920651139259293,0.0,6.363135303690912,0.0,0.17328986807903746,34
0.41811751881402776,0.24279361989769047,0.0,9.130586388225503,0.0,6.928930323503602,0.0,0.17707200499366385,35
0.4452281696176004,0.10190125906287369,0.0,7.3132584917828565,0.0,6.6022516611784114,0.0,0.16720353423198445,36
0.37378105661352173,0.5312306128053348,0.0,9.925578318844385,0.0,7.099154474761607,0.0,0.16954066393354342,37
0.3528314617479704,0.2015346991474517,0.0,8.682070995438743,0.0,7.273836578997454,0.0,0.17838382884267212,38
0.47538157907268586,0.4100494448180816,0.0,7.881445067837425,1.0,6.697782207421025,0.0,0.2865177200704575,39
0.42846903981289847,0.3213848661269958,0.0,9.500167028720108,0.0,6.12064289746153,0.0,0.19122190382552187,40
0.3990725332002549,0.37023543050532803,0.0,8.295570221360723,0.0,6.5650490414862945,0.0,0.1897932354514213,41
0.41118064524373854,0.307312518665086,0.0,9.743492036665494,1.0,6.013890786107696,1.0,0.3124677421119682,42
0.33300432161880833,0.26765939237616587,0.0,7.578873815474905,0.0,6.2499005254464075,0.0,0.17784017946121805,43
0.38533401030800185,0.44501634721605,1.0,8.028969540118666,0.0,6.3836721579152185,0.0,0.19348036896297222,44
0.36080568037167277,0.12853526884873237,0.0,9.132445690132476,1.0,7.2058859436986715,1.0,0.2729087635007134,45
0.4106676760632132,0.16633588652120845,0.0,7.18696851691522,0.0,7.017499034197934,0.0,0.1672549582565341,46
0.4386246984966087,0.21531423941736713,1.0,8.519230293453347,1.0,7.3758887891326745,0.0,0.2865413771601295,47
0.3697913667945894,0.2474923768402761,0.0,7.753656051741686,0.0,6.932713102800592,1.0,0.17711393123283853,48
0.3451573973415416,0.5916233582170001,1.0,7.365897093950942,0.0,6.168614562842102,0.0,0.18534228930628344,49
