,Date,event_type,country,fatalities,event_id_cnty
6368,2022-07-25,Battles,Yemen,4,3
6369,2022-07-25,Explosions/Remote violence,Burkina Faso,20,8
6370,2022-07-25,Explosions/Remote violence,Egypt,0,1
6371,2022-07-25,Explosions/Remote violence,Iraq,14,59
6372,2022-07-25,Explosions/Remote violence,Mali,0,2
6373,2022-07-25,Explosions/Remote violence,Mozambique,0,1
6374,2022-07-25,Explosions/Remote violence,Nigeria,0,1
6375,2022-07-25,Explosions/Remote violence,Syria,45,110
6376,2022-07-25,Explosions/Remote violence,Turkey,0,5
6377,2022-07-25,Explosions/Remote violence,Venezuela,0,1
6378,2022-07-25,Explosions/Remote violence,Yemen,3,5
6379,2022-07-25,Violence against civilians,Brazil,51,62
6380,2022-07-25,Violence against civilians,Burkina Faso,26,15
6381,2022-07-25,Violence against civilians,Burundi,1,4
6382,2022-07-25,Violence against civilians,Cameroon,11,9
6383,2022-07-25,Violence against civilians,Central African Republic,3,5
6384,2022-07-25,Violence against civilians,Colombia,16,13
6385,2022-07-25,Violence against civilians,Costa Rica,1,1
6386,2022-07-25,Violence against civilians,Cuba,0,2
6387,2022-07-25,Violence against civilians,Democratic Republic of Congo,54,33
6388,2022-07-25,Violence against civilians,Ethiopia,15,8
6389,2022-07-25,Violence against civilians,Ghana,1,2
6390,2022-07-25,Violence against civilians,Guatemala,3,3
6391,2022-07-25,Violence against civilians,Haiti,8,11
6392,2022-07-25,Violence against civilians,Honduras,8,8
6393,2022-07-25,Violence against civilians,Iran,1,1
6394,2022-07-25,Violence against civilians,Iraq,6,6
6395,2022-07-25,Violence against civilians,Ivory Coast,1,1
6396,2022-07-25,Violence against civilians,Jamaica,8,4
6397,2022-07-25,Violence against civilians,Kenya,2,3
6398,2022-07-25,Violence against civilians,Libya,0,1
6399,2022-07-25,Violence against civilians,Madagascar,0,1
6400,2022-07-25,Violence against civilians,Mali,15,7
6401,2022-07-25,Violence against civilians,Mexico,104,88
6402,2022-07-25,Violence against civilians,Niger,4,10
6403,2022-07-25,Violence against civilians,Nigeria,20,19
6404,2022-07-25,Violence against civilians,Palestine,0,1
6405,2022-07-25,Violence against civilians,Puerto Rico,3,4
6406,2022-07-25,Violence against civilians,Senegal,0,1
6407,2022-07-25,Violence against civilians,Somalia,2,3
6408,2022-07-25,Violence against civilians,South Africa,2,1
6409,2022-07-25,Violence against civilians,South Sudan,33,12
6410,2022-07-25,Violence against civilians,Sudan,1,9
6411,2022-07-25,Violence against civilians,Syria,22,54
6412,2022-07-25,Violence against civilians,Trinidad and Tobago,3,5
6413,2022-07-25,Violence against civilians,Venezuela,4,3
6414,2022-07-25,Violence against civilians,Yemen,2,1
6415,2022-07-25,Violence against civilians,eSwatini,0,2
6416,2022-07-26,Battles,Afghanistan,304,57
6417,2022-07-26,Battles,Azerbaijan,0,2
6418,2022-07-26,Battles,Bangladesh,1,2
6419,2022-07-26,Battles,Haiti,27,5
6420,2022-07-26,Battles,India,5,5
6421,2022-07-26,Battles,Myanmar,178,57
6422,2022-07-26,Battles,Pakistan,15,9
6423,2022-07-26,Battles,Philippines,3,5
6424,2022-07-26,Battles,Russia,0,1
6425,2022-07-26,Battles,Ukraine,219,88
6426,2022-07-26,Explosions/Remote violence,Afghanistan,45,18
6427,2022-07-26,Explosions/Remote violence,India,0,2
6428,2022-07-26,Explosions/Remote violence,Myanmar,69,51
6429,2022-07-26,Explosions/Remote violence,Pakistan,8,3
6430,2022-07-26,Explosions/Remote violence,Russia,1,7
6431,2022-07-26,Explosions/Remote violence,Ukraine,200,672
6432,2022-07-26,Violence against civilians,Afghanistan,21,32
6433,2022-07-26,Violence against civilians,Bangladesh,3,4
6434,2022-07-26,Violence against civilians,China,0,4
6435,2022-07-26,Violence against civilians,Greece,0,1
6436,2022-07-26,Violence against civilians,Haiti,159,23
6437,2022-07-26,Violence against civilians,India,3,11
6438,2022-07-26,Violence against civilians,Kazakhstan,0,3
6439,2022-07-26,Violence against civilians,Myanmar,27,26
6440,2022-07-26,Violence against civilians,Pakistan,9,9
6441,2022-07-26,Violence against civilians,Papua New Guinea,4,1
6442,2022-07-26,Violence against civilians,Philippines,3,3
6443,2022-07-26,Violence against civilians,Russia,0,3
6444,2022-07-26,Violence against civilians,Ukraine,0,1
6445,2022-07-26,Violence against civilians,United States,5,5
6446,2022-07-26,Violence against civilians,Uzbekistan,0,1
6447,2022-07-27,Battles,Myanmar,1,1
6448,2022-07-27,Explosions/Remote violence,Myanmar,2,2
6449,2022-07-27,Violence against civilians,Myanmar,7,4
6450,2022-08-01,Battles,Brazil,18,34
6451,2022-08-01,Battles,Burkina Faso,18,7
6452,2022-08-01,Battles,Cameroon,12,5
6453,2022-08-01,Battles,Colombia,0,1
6454,2022-08-01,Battles,Democratic Republic of Congo,40,22
6455,2022-08-01,Battles,Egypt,1,2
6456,2022-08-01,Battles,El Salvador,2,2
6457,2022-08-01,Battles,Ghana,1,1
6458,2022-08-01,Battles,Haiti,27,15
6459,2022-08-01,Battles,Honduras,2,2
6460,2022-08-01,Battles,Iran,7,1
6461,2022-08-01,Battles,Iraq,6,20
6462,2022-08-01,Battles,Jamaica,1,1
6463,2022-08-01,Battles,Lebanon,1,4
6464,2022-08-01,Battles,Mali,5,3
6465,2022-08-01,Battles,Mauritania,1,1
6466,2022-08-01,Battles,Mexico,23,16
6467,2022-08-01,Battles,Mozambique,1,2
6468,2022-08-01,Battles,Nigeria,0,3
6469,2022-08-01,Battles,Puerto Rico,0,1
6470,2022-08-01,Battles,Somalia,20,4
6471,2022-08-01,Battles,South Sudan,36,6
6472,2022-08-01,Battles,Sudan,34,5
6473,2022-08-01,Battles,Syria,38,29
6474,2022-08-01,Battles,Trinidad and Tobago,1,1
6475,2022-08-01,Battles,Turkey,0,1
6476,2022-08-01,Battles,Yemen,7,3
6477,2022-08-01,Explosions/Remote violence,Burkina Faso,9,6
6478,2022-08-01,Explosions/Remote violence,Cameroon,0,1
6479,2022-08-01,Explosions/Remote violence,Iraq,1,53
6480,2022-08-01,Explosions/Remote violence,Mali,0,1
6481,2022-08-01,Explosions/Remote violence,Mexico,0,1
6482,2022-08-01,Explosions/Remote violence,Morocco,1,1
6483,2022-08-01,Explosions/Remote violence,Somalia,3,3
6484,2022-08-01,Explosions/Remote violence,Syria,24,166
6485,2022-08-01,Explosions/Remote violence,Turkey,3,4
6486,2022-08-01,Explosions/Remote violence,Yemen,4,6
6487,2022-08-01,Violence against civilians,Belize,1,2
6488,2022-08-01,Violence against civilians,Brazil,63,73
6489,2022-08-01,Violence against civilians,Burkina Faso,25,16
6490,2022-08-01,Violence against civilians,Burundi,3,7
6491,2022-08-01,Violence against civilians,Cameroon,12,7
6492,2022-08-01,Violence against civilians,Central African Republic,0,1
6493,2022-08-01,Violence against civilians,Colombia,16,12
6494,2022-08-01,Violence against civilians,Cuba,0,1
6495,2022-08-01,Violence against civilians,Democratic Republic of Congo,63,35
6496,2022-08-01,Violence against civilians,Egypt,0,1
6497,2022-08-01,Violence against civilians,Ethiopia,17,10
6498,2022-08-01,Violence against civilians,Ghana,0,2
6499,2022-08-01,Violence against civilians,Guatemala,6,5
6500,2022-08-01,Violence against civilians,Guinea-Bissau,0,1
6501,2022-08-01,Violence against civilians,Haiti,8,11
6502,2022-08-01,Violence against civilians,Honduras,6,5
6503,2022-08-01,Violence against civilians,Iraq,5,8
6504,2022-08-01,Violence against civilians,Israel,0,2
6505,2022-08-01,Violence against civilians,Jamaica,10,7
6506,2022-08-01,Violence against civilians,Kenya,2,3
6507,2022-08-01,Violence against civilians,Libya,0,1
6508,2022-08-01,Violence against civilians,Mali,27,15
6509,2022-08-01,Violence against civilians,Mexico,115,94
6510,2022-08-01,Violence against civilians,Mozambique,3,1
6511,2022-08-01,Violence against civilians,Niger,3,10
6512,2022-08-01,Violence against civilians,Nigeria,41,12
6513,2022-08-01,Violence against civilians,Paraguay,1,1
6514,2022-08-01,Violence against civilians,Puerto Rico,4,3
6515,2022-08-01,Violence against civilians,Sierra Leone,1,1
6516,2022-08-01,Violence against civilians,Somalia,1,1
6517,2022-08-01,Violence against civilians,South Africa,0,1
6518,2022-08-01,Violence against civilians,South Sudan,2,2
6519,2022-08-01,Violence against civilians,Sudan,1,4
6520,2022-08-01,Violence against civilians,Syria,2,28
6521,2022-08-01,Violence against civilians,Tanzania,3,3
6522,2022-08-01,Violence against civilians,Trinidad and Tobago,6,6
6523,2022-08-01,Violence against civilians,Venezuela,0,1
6524,2022-08-01,Violence against civilians,Yemen,2,3
6525,2022-08-01,Violence against civilians,eSwatini,1,2
6526,2022-08-02,Battles,Afghanistan,37,12
6527,2022-08-02,Battles,Armenia,0,1
6528,2022-08-02,Battles,Azerbaijan,0,8
6529,2022-08-02,Battles,Bangladesh,7,2
6530,2022-08-02,Battles,India,5,7
6531,2022-08-02,Battles,Indonesia,1,4
6532,2022-08-02,Battles,Myanmar,96,42
6533,2022-08-02,Battles,Pakistan,21,8
6534,2022-08-02,Battles,Philippines,2,3
6535,2022-08-02,Battles,Russia,0,1
6536,2022-08-02,Battles,Ukraine,245,79
6537,2022-08-02,Explosions/Remote violence,Afghanistan,6,3
6538,2022-08-02,Explosions/Remote violence,Azerbaijan,0,1
6539,2022-08-02,Explosions/Remote violence,Myanmar,31,36
6540,2022-08-02,Explosions/Remote violence,Pakistan,4,3
6541,2022-08-02,Explosions/Remote violence,Russia,1,3
6542,2022-08-02,Explosions/Remote violence,Ukraine,241,674
6543,2022-08-02,Violence against civilians,Afghanistan,8,16
6544,2022-08-02,Violence against civilians,Bangladesh,2,3
6545,2022-08-02,Violence against civilians,Belarus,0,2
6546,2022-08-02,Violence against civilians,China,0,4
6547,2022-08-02,Violence against civilians,India,5,12
6548,2022-08-02,Violence against civilians,Indonesia,0,1
6549,2022-08-02,Violence against civilians,Kazakhstan,1,2
6550,2022-08-02,Violence against civilians,Myanmar,14,17
6551,2022-08-02,Violence against civilians,Pakistan,1,2
6552,2022-08-02,Violence against civilians,Philippines,5,6
6553,2022-08-02,Violence against civilians,Russia,0,2
6554,2022-08-02,Violence against civilians,Ukraine,12,7
6555,2022-08-02,Violence against civilians,United States,1,2
6556,2022-08-02,Violence against civilians,Uzbekistan,1,1
6557,2022-08-08,Battles,Brazil,16,20
6558,2022-08-08,Battles,Burkina Faso,1,8
6559,2022-08-08,Battles,Cameroon,12,9
6560,2022-08-08,Battles,Central African Republic,26,1
6561,2022-08-08,Battles,Chad,200,2
6562,2022-08-08,Battles,Colombia,0,1
6563,2022-08-08,Battles,Democratic Republic of Congo,59,43
6564,2022-08-08,Battles,Egypt,4,2
6565,2022-08-08,Battles,El Salvador,4,4
6566,2022-08-08,Battles,Haiti,11,8
6567,2022-08-08,Battles,Honduras,1,1
6568,2022-08-08,Battles,Iran,0,1
6569,2022-08-08,Battles,Iraq,1,12
6570,2022-08-08,Battles,Ivory Coast,3,1
6571,2022-08-08,Battles,Jamaica,4,6
6572,2022-08-08,Battles,Lebanon,0,1
6573,2022-08-08,Battles,Libya,0,1
6574,2022-08-08,Battles,Mali,2,2
6575,2022-08-08,Battles,Mexico,13,19
6576,2022-08-08,Battles,Mozambique,5,2
6577,2022-08-08,Battles,Nigeria,14,9
6578,2022-08-08,Battles,Puerto Rico,2,2
6579,2022-08-08,Battles,Rwanda,1,2
6580,2022-08-08,Battles,Somalia,45,4
6581,2022-08-08,Battles,South Sudan,1,1
6582,2022-08-08,Battles,Syria,44,42
6583,2022-08-08,Battles,Trinidad and Tobago,1,3
6584,2022-08-08,Battles,Turkey,4,5
6585,2022-08-08,Battles,Yemen,2,4
6586,2022-08-08,Explosions/Remote violence,Burkina Faso,41,5
6587,2022-08-08,Explosions/Remote violence,Cameroon,0,1
6588,2022-08-08,Explosions/Remote violence,Iraq,4,54
6589,2022-08-08,Explosions/Remote violence,Israel,0,3
6590,2022-08-08,Explosions/Remote violence,Libya,3,1
6591,2022-08-08,Explosions/Remote violence,Mali,2,2
6592,2022-08-08,Explosions/Remote violence,Morocco,2,1
6593,2022-08-08,Explosions/Remote violence,Somalia,12,4
6594,2022-08-08,Explosions/Remote violence,Syria,66,128
6595,2022-08-08,Explosions/Remote violence,Turkey,1,6
6596,2022-08-08,Explosions/Remote violence,Yemen,0,1
6597,2022-08-08,Violence against civilians,Bolivia,0,1
6598,2022-08-08,Violence against civilians,Brazil,64,66
6599,2022-08-08,Violence against civilians,Burkina Faso,12,9
6600,2022-08-08,Violence against civilians,Burundi,2,4
6601,2022-08-08,Violence against civilians,Cameroon,13,8
6602,2022-08-08,Violence against civilians,Central African Republic,5,4
6603,2022-08-08,Violence against civilians,Chad,8,3
6604,2022-08-08,Violence against civilians,Chile,0,1
6605,2022-08-08,Violence against civilians,Colombia,18,14
6606,2022-08-08,Violence against civilians,Costa Rica,0,3
6607,2022-08-08,Violence against civilians,Cuba,0,1
6608,2022-08-08,Violence against civilians,Democratic Republic of Congo,44,31
6609,2022-08-08,Violence against civilians,Egypt,1,2
6610,2022-08-08,Violence against civilians,Ethiopia,16,6
6611,2022-08-08,Violence against civilians,Ghana,0,1
6612,2022-08-08,Violence against civilians,Guatemala,1,2
6613,2022-08-08,Violence against civilians,Haiti,3,3
6614,2022-08-08,Violence against civilians,Honduras,6,7
6615,2022-08-08,Violence against civilians,Iran,1,1
6616,2022-08-08,Violence against civilians,Iraq,7,8
6617,2022-08-08,Violence against civilians,Jamaica,2,2
6618,2022-08-08,Violence against civilians,Kenya,0,2
6619,2022-08-08,Violence against civilians,Lebanon,0,1
6620,2022-08-08,Violence against civilians,Mali,23,15
6621,2022-08-08,Violence against civilians,Mexico,96,91
6622,2022-08-08,Violence against civilians,Morocco,0,1
6623,2022-08-08,Violence against civilians,Mozambique,3,5
6624,2022-08-08,Violence against civilians,Nicaragua,0,1
6625,2022-08-08,Violence against civilians,Niger,3,12
6626,2022-08-08,Violence against civilians,Nigeria,21,18
6627,2022-08-08,Violence against civilians,Puerto Rico,2,3
6628,2022-08-08,Violence against civilians,Somalia,4,7
6629,2022-08-08,Violence against civilians,South Sudan,14,7
6630,2022-08-08,Violence against civilians,Sudan,5,10
6631,2022-08-08,Violence against civilians,Suriname,0,1
6632,2022-08-08,Violence against civilians,Syria,4,37
6633,2022-08-08,Violence against civilians,Trinidad and Tobago,8,8
6634,2022-08-08,Violence against civilians,Turkey,0,1
6635,2022-08-08,Violence against civilians,Yemen,1,2
6636,2022-08-08,Violence against civilians,Zimbabwe,0,1
6637,2022-08-09,Battles,Afghanistan,30,8
6638,2022-08-09,Battles,Azerbaijan,1,15
6639,2022-08-09,Battles,Bangladesh,1,2
6640,2022-08-09,Battles,India,3,6
6641,2022-08-09,Battles,Myanmar,188,39
6642,2022-08-09,Battles,Pakistan,51,23
6643,2022-08-09,Battles,Philippines,3,4
6644,2022-08-09,Battles,Russia,0,1
6645,2022-08-09,Battles,Ukraine,238,104
6646,2022-08-09,Explosions/Remote violence,Afghanistan,73,7
6647,2022-08-09,Explosions/Remote violence,Azerbaijan,3,6
6648,2022-08-09,Explosions/Remote violence,Myanmar,77,36
6649,2022-08-09,Explosions/Remote violence,Nepal,0,1
6650,2022-08-09,Explosions/Remote violence,Pakistan,37,23
6651,2022-08-09,Explosions/Remote violence,Russia,0,3
6652,2022-08-09,Explosions/Remote violence,Ukraine,49,711
6653,2022-08-09,Violence against civilians,Afghanistan,20,17
6654,2022-08-09,Violence against civilians,Bangladesh,3,6
6655,2022-08-09,Violence against civilians,China,0,5
6656,2022-08-09,Violence against civilians,India,4,6
6657,2022-08-09,Violence against civilians,Kazakhstan,0,4
6658,2022-08-09,Violence against civilians,Myanmar,32,36
6659,2022-08-09,Violence against civilians,North Korea,4,2
6660,2022-08-09,Violence against civilians,Pakistan,4,5
6661,2022-08-09,Violence against civilians,Philippines,8,6
6662,2022-08-09,Violence against civilians,Russia,0,3
6663,2022-08-09,Violence against civilians,Thailand,2,2
6664,2022-08-09,Violence against civilians,Ukraine,0,4
6665,2022-08-15,Battles,Algeria,0,1
6666,2022-08-15,Battles,Brazil,15,27
6667,2022-08-15,Battles,Burkina Faso,13,3
6668,2022-08-15,Battles,Cameroon,33,13
6669,2022-08-15,Battles,Central African Republic,3,3
6670,2022-08-15,Battles,Chad,13,3
6671,2022-08-15,Battles,Colombia,223,294
6672,2022-08-15,Battles,Democratic Republic of Congo,54,23
6673,2022-08-15,Battles,Egypt,2,2
6674,2022-08-15,Battles,El Salvador,1,1
6675,2022-08-15,Battles,Ethiopia,35,5
6676,2022-08-15,Battles,Guatemala,0,1
6677,2022-08-15,Battles,Haiti,4,3
6678,2022-08-15,Battles,Iraq,5,17
6679,2022-08-15,Battles,Ivory Coast,4,2
6680,2022-08-15,Battles,Jamaica,4,4
6681,2022-08-15,Battles,Kenya,5,1
6682,2022-08-15,Battles,Lebanon,1,1
6683,2022-08-15,Battles,Libya,0,1
6684,2022-08-15,Battles,Mali,1,4
6685,2022-08-15,Battles,Mexico,33,14
6686,2022-08-15,Battles,Nigeria,8,2
6687,2022-08-15,Battles,Somalia,19,11
6688,2022-08-15,Battles,South Sudan,3,3
6689,2022-08-15,Battles,Syria,72,48
6690,2022-08-15,Battles,Trinidad and Tobago,1,1
6691,2022-08-15,Battles,Turkey,9,5
6692,2022-08-15,Explosions/Remote violence,Burkina Faso,0,13
6693,2022-08-15,Explosions/Remote violence,Colombia,22,54
6694,2022-08-15,Explosions/Remote violence,Democratic Republic of Congo,2,1
6695,2022-08-15,Explosions/Remote violence,Iraq,2,62
6696,2022-08-15,Explosions/Remote violence,Israel,0,7
6697,2022-08-15,Explosions/Remote violence,Mali,9,5
6698,2022-08-15,Explosions/Remote violence,Niger,2,1
6699,2022-08-15,Explosions/Remote violence,Saudi Arabia,1,1
6700,2022-08-15,Explosions/Remote violence,Somalia,21,11
6701,2022-08-15,Explosions/Remote violence,Syria,37,208
6702,2022-08-15,Explosions/Remote violence,Turkey,0,2
6703,2022-08-15,Explosions/Remote violence,Yemen,3,4
6704,2022-08-15,Violence against civilians,Argentina,0,1
6705,2022-08-15,Violence against civilians,Brazil,68,79
6706,2022-08-15,Violence against civilians,Burkina Faso,71,22
6707,2022-08-15,Violence against civilians,Burundi,3,5
6708,2022-08-15,Violence against civilians,Cameroon,16,13
6709,2022-08-15,Violence against civilians,Central African Republic,7,4
6710,2022-08-15,Violence against civilians,Chile,0,2
6711,2022-08-15,Violence against civilians,Colombia,88,125
6712,2022-08-15,Violence against civilians,Democratic Republic of Congo,31,20
6713,2022-08-15,Violence against civilians,Egypt,2,4
6714,2022-08-15,Violence against civilians,El Salvador,3,2
6715,2022-08-15,Violence against civilians,Ethiopia,25,5
6716,2022-08-15,Violence against civilians,Ghana,1,3
6717,2022-08-15,Violence against civilians,Guatemala,2,1
6718,2022-08-15,Violence against civilians,Haiti,5,8
6719,2022-08-15,Violence against civilians,Honduras,6,4
6720,2022-08-15,Violence against civilians,Iran,0,1
6721,2022-08-15,Violence against civilians,Iraq,2,6
6722,2022-08-15,Violence against civilians,Jamaica,3,5
6723,2022-08-15,Violence against civilians,Kenya,2,4
6724,2022-08-15,Violence against civilians,Lebanon,1,1
6725,2022-08-15,Violence against civilians,Libya,0,1
6726,2022-08-15,Violence against civilians,Mali,33,7
6727,2022-08-15,Violence against civilians,Mexico,115,95
6728,2022-08-15,Violence against civilians,Morocco,0,2
6729,2022-08-15,Violence against civilians,Mozambique,8,4
6730,2022-08-15,Violence against civilians,Niger,2,6
6731,2022-08-15,Violence against civilians,Nigeria,1,7
6732,2022-08-15,Violence against civilians,Puerto Rico,0,1
6733,2022-08-15,Violence against civilians,Rwanda,20,18
6734,2022-08-15,Violence against civilians,Sierra Leone,0,1
6735,2022-08-15,Violence against civilians,Somalia,6,3
6736,2022-08-15,Violence against civilians,South Sudan,14,10
6737,2022-08-15,Violence against civilians,Sudan,1,2
6738,2022-08-15,Violence against civilians,Syria,20,53
6739,2022-08-15,Violence against civilians,Trinidad and Tobago,5,8
6740,2022-08-15,Violence against civilians,Venezuela,5,1
6741,2022-08-15,Violence against civilians,eSwatini,0,1
6742,2022-08-16,Battles,Afghanistan,72,21
6743,2022-08-16,Battles,Armenia,0,1
6744,2022-08-16,Battles,Azerbaijan,0,9
6745,2022-08-16,Battles,India,4,5
6746,2022-08-16,Battles,Myanmar,106,39
6747,2022-08-16,Battles,Pakistan,5,6
6748,2022-08-16,Battles,Papua New Guinea,0,1
6749,2022-08-16,Battles,Philippines,3,4
6750,2022-08-16,Battles,Russia,0,3
6751,2022-08-16,Battles,Ukraine,178,102
6752,2022-08-16,Explosions/Remote violence,Afghanistan,17,10
6753,2022-08-16,Explosions/Remote violence,Belarus,0,1
6754,2022-08-16,Explosions/Remote violence,Myanmar,41,32
6755,2022-08-16,Explosions/Remote violence,Pakistan,6,7
6756,2022-08-16,Explosions/Remote violence,Russia,3,45
6757,2022-08-16,Explosions/Remote violence,Thailand,1,2
6758,2022-08-16,Explosions/Remote violence,Ukraine,306,757
6759,2022-08-16,Violence against civilians,Afghanistan,26,27
6760,2022-08-16,Violence against civilians,Bangladesh,3,2
6761,2022-08-16,Violence against civilians,China,0,3
6762,2022-08-16,Violence against civilians,Georgia,0,1
6763,2022-08-16,Violence against civilians,Greece,0,1
6764,2022-08-16,Violence against civilians,India,5,10
6765,2022-08-16,Violence against civilians,Italy,0,1
6766,2022-08-16,Violence against civilians,Kazakhstan,0,1
6767,2022-08-16,Violence against civilians,Myanmar,27,31
6768,2022-08-16,Violence against civilians,Pakistan,4,3
6769,2022-08-16,Violence against civilians,Philippines,5,5
6770,2022-08-16,Violence against civilians,Ukraine,0,4
6771,2022-08-16,Violence against civilians,United States,0,1
6772,2022-08-16,Violence against civilians,Uzbekistan,0,1
6773,2022-09-12,Battles,Angola,11,1
6774,2022-09-12,Battles,Brazil,62,95
6775,2022-09-12,Battles,Burkina Faso,46,32
6776,2022-09-12,Battles,Burundi,1,2
6777,2022-09-12,Battles,Cameroon,85,34
6778,2022-09-12,Battles,Central African Republic,1,4
6779,2022-09-12,Battles,Chad,27,4
6780,2022-09-12,Battles,Chile,0,1
6781,2022-09-12,Battles,Colombia,10,10
6782,2022-09-12,Battles,Democratic Republic of Congo,115,47
6783,2022-09-12,Battles,Egypt,6,4
6784,2022-09-12,Battles,El Salvador,9,8
6785,2022-09-12,Battles,Ethiopia,109,24
6786,2022-09-12,Battles,Guatemala,3,8
6787,2022-09-12,Battles,Haiti,148,19
6788,2022-09-12,Battles,Honduras,31,15
6789,2022-09-12,Battles,Iran,2,3
6790,2022-09-12,Battles,Iraq,37,96
6791,2022-09-12,Battles,Ivory Coast,2,1
6792,2022-09-12,Battles,Jamaica,6,8
6793,2022-09-12,Battles,Lebanon,5,8
6794,2022-09-12,Battles,Libya,32,2
6795,2022-09-12,Battles,Madagascar,6,1
6796,2022-09-12,Battles,Mali,32,19
6797,2022-09-12,Battles,Mexico,54,60
6798,2022-09-12,Battles,Mozambique,2,7
6799,2022-09-12,Battles,Niger,5,4
6800,2022-09-12,Battles,Nigeria,4,4
6801,2022-09-12,Battles,Palestine,0,3
6802,2022-09-12,Battles,Puerto Rico,2,2
6803,2022-09-12,Battles,Somalia,181,43
6804,2022-09-12,Battles,South Sudan,73,14
6805,2022-09-12,Battles,Sudan,4,4
6806,2022-09-12,Battles,Syria,196,137
6807,2022-09-12,Battles,Trinidad and Tobago,5,3
6808,2022-09-12,Battles,Turkey,14,19
6809,2022-09-12,Battles,Venezuela,1,1
6810,2022-09-12,Battles,Yemen,11,10
6811,2022-09-12,Explosions/Remote violence,Burkina Faso,19,33
6812,2022-09-12,Explosions/Remote violence,Cameroon,5,2
6813,2022-09-12,Explosions/Remote violence,Colombia,0,2
6814,2022-09-12,Explosions/Remote violence,Democratic Republic of Congo,0,2
6815,2022-09-12,Explosions/Remote violence,Egypt,0,2
6816,2022-09-12,Explosions/Remote violence,Ethiopia,42,9
6817,2022-09-12,Explosions/Remote violence,Iran,0,1
6818,2022-09-12,Explosions/Remote violence,Iraq,7,190
6819,2022-09-12,Explosions/Remote violence,Mali,5,9
6820,2022-09-12,Explosions/Remote violence,Mexico,0,2
6821,2022-09-12,Explosions/Remote violence,Morocco,0,1
6822,2022-09-12,Explosions/Remote violence,Mozambique,0,1
6823,2022-09-12,Explosions/Remote violence,Nigeria,20,2
6824,2022-09-12,Explosions/Remote violence,Somalia,2,17
6825,2022-09-12,Explosions/Remote violence,Sudan,2,2
6826,2022-09-12,Explosions/Remote violence,Syria,88,546
6827,2022-09-12,Explosions/Remote violence,Turkey,5,21
6828,2022-09-12,Explosions/Remote violence,Yemen,5,12
6829,2022-09-12,Violence against civilians,Angola,0,1
6830,2022-09-12,Violence against civilians,Bahrain,0,1
6831,2022-09-12,Violence against civilians,Belize,1,1
6832,2022-09-12,Violence against civilians,Brazil,244,277
6833,2022-09-12,Violence against civilians,Burkina Faso,30,21
6834,2022-09-12,Violence against civilians,Burundi,7,20
6835,2022-09-12,Violence against civilians,Cameroon,50,47
6836,2022-09-12,Violence against civilians,Central African Republic,6,8
6837,2022-09-12,Violence against civilians,Chad,1,2
6838,2022-09-12,Violence against civilians,Chile,0,3
6839,2022-09-12,Violence against civilians,Colombia,54,48
6840,2022-09-12,Violence against civilians,Cuba,0,1
6841,2022-09-12,Violence against civilians,Democratic Republic of Congo,98,60
6842,2022-09-12,Violence against civilians,Egypt,5,5
6843,2022-09-12,Violence against civilians,El Salvador,2,2
6844,2022-09-12,Violence against civilians,Ethiopia,138,16
6845,2022-09-12,Violence against civilians,Ghana,4,5
6846,2022-09-12,Violence against civilians,Guatemala,14,15
6847,2022-09-12,Violence against civilians,Haiti,28,29
6848,2022-09-12,Violence against civilians,Honduras,32,27
6849,2022-09-12,Violence against civilians,Iran,2,3
6850,2022-09-12,Violence against civilians,Iraq,34,53
6851,2022-09-12,Violence against civilians,Israel,1,1
6852,2022-09-12,Violence against civilians,Ivory Coast,0,1
6853,2022-09-12,Violence against civilians,Jamaica,33,31
6854,2022-09-12,Violence against civilians,Kenya,3,4
6855,2022-09-12,Violence against civilians,Lebanon,1,1
6856,2022-09-12,Violence against civilians,Libya,0,1
6857,2022-09-12,Violence against civilians,Madagascar,33,1
6858,2022-09-12,Violence against civilians,Mali,217,52
6859,2022-09-12,Violence against civilians,Mauritius,0,1
6860,2022-09-12,Violence against civilians,Mexico,367,347
6861,2022-09-12,Violence against civilians,Morocco,1,4
6862,2022-09-12,Violence against civilians,Mozambique,14,17
6863,2022-09-12,Violence against civilians,Niger,40,47
6864,2022-09-12,Violence against civilians,Nigeria,23,35
6865,2022-09-12,Violence against civilians,Palestine,0,5
6866,2022-09-12,Violence against civilians,Paraguay,1,1
6867,2022-09-12,Violence against civilians,Puerto Rico,9,16
6868,2022-09-12,Violence against civilians,Saudi Arabia,0,1
6869,2022-09-12,Violence against civilians,Sierra Leone,2,2
6870,2022-09-12,Violence against civilians,Somalia,26,24
6871,2022-09-12,Violence against civilians,South Africa,5,6
6872,2022-09-12,Violence against civilians,South Sudan,7,10
6873,2022-09-12,Violence against civilians,Sudan,12,11
6874,2022-09-12,Violence against civilians,Syria,57,139
6875,2022-09-12,Violence against civilians,Trinidad and Tobago,29,36
6876,2022-09-12,Violence against civilians,Turkey,1,3
6877,2022-09-12,Violence against civilians,Venezuela,2,3
6878,2022-09-12,Violence against civilians,Yemen,3,9
6879,2022-09-12,Violence against civilians,Zimbabwe,1,1
6880,2022-09-12,Violence against civilians,eSwatini,0,1
6881,2022-09-13,Battles,Afghanistan,242,76
6882,2022-09-13,Battles,Armenia,1,2
6883,2022-09-13,Battles,Azerbaijan,0,27
6884,2022-09-13,Battles,Bangladesh,1,1
6885,2022-09-13,Battles,France,2,1
6886,2022-09-13,Battles,India,10,14
