,Date,event_type,country,fatalities,event_id_cnty
0,2020-12-14,Battles,Colombia,3,1
1,2020-12-14,Battles,Morocco,3,1
2,2020-12-14,Battles,Turkey,1,1
3,2020-12-14,Explosions/Remote violence,Afghanistan,1,1
4,2020-12-14,Explosions/Remote violence,Egypt,0,1
5,2020-12-14,Explosions/Remote violence,Turkey,0,2
6,2020-12-14,Explosions/Remote violence,Yemen,0,6
7,2020-12-14,Violence against civilians,Afghanistan,1,1
8,2020-12-14,Violence against civilians,Burundi,0,1
9,2020-12-14,Violence against civilians,Colombia,1,1
10,2020-12-14,Violence against civilians,Haiti,0,1
11,2020-12-14,Violence against civilians,Ivory Coast,0,1
12,2020-12-14,Violence against civilians,Nicaragua,0,1
13,2020-12-14,Violence against civilians,Nigeria,2,2
14,2020-12-14,Violence against civilians,Puerto Rico,1,1
15,2020-12-14,Violence against civilians,Somalia,1,1
16,2020-12-14,Violence against civilians,Trinidad and Tobago,1,1
17,2020-12-15,Battles,India,2,1
18,2020-12-15,Violence against civilians,India,0,1
19,2021-01-06,Battles,Brazil,8,13
20,2021-01-06,Violence against civilians,Brazil,18,15
21,2021-01-11,Battles,Brazil,74,95
22,2021-01-11,Battles,Central African Republic,1,2
23,2021-01-11,Battles,Chad,37,3
24,2021-01-11,Battles,Colombia,2,3
25,2021-01-11,Battles,Egypt,1,1
26,2021-01-11,Battles,El Salvador,13,11
27,2021-01-11,Battles,Guinea-Bissau,4,1
28,2021-01-11,Battles,Iran,0,1
29,2021-01-11,Battles,Ivory Coast,8,2
30,2021-01-11,Battles,Jamaica,3,3
31,2021-01-11,Battles,Lebanon,0,1
32,2021-01-11,Battles,Liberia,0,1
33,2021-01-11,Battles,Mali,1,2
34,2021-01-11,Battles,Nigeria,12,5
35,2021-01-11,Battles,Puerto Rico,2,1
36,2021-01-11,Battles,Somalia,6,5
37,2021-01-11,Battles,South Sudan,13,3
38,2021-01-11,Battles,Sudan,0,1
39,2021-01-11,Battles,Trinidad and Tobago,4,3
40,2021-01-11,Battles,Turkey,5,1
41,2021-01-11,Battles,Yemen,1,2
42,2021-01-11,Explosions/Remote violence,Afghanistan,32,8
43,2021-01-11,Explosions/Remote violence,Egypt,1,4
44,2021-01-11,Explosions/Remote violence,Somalia,13,4
45,2021-01-11,Explosions/Remote violence,Turkey,0,7
46,2021-01-11,Explosions/Remote violence,Yemen,0,44
47,2021-01-11,Violence against civilians,Afghanistan,9,6
48,2021-01-11,Violence against civilians,Angola,0,1
49,2021-01-11,Violence against civilians,Botswana,0,1
50,2021-01-11,Violence against civilians,Brazil,131,129
51,2021-01-11,Violence against civilians,Burundi,15,9
52,2021-01-11,Violence against civilians,Central African Republic,0,1
53,2021-01-11,Violence against civilians,Chile,0,1
54,2021-01-11,Violence against civilians,Colombia,2,4
55,2021-01-11,Violence against civilians,El Salvador,9,9
56,2021-01-11,Violence against civilians,Ethiopia,1,1
57,2021-01-11,Violence against civilians,Ghana,1,1
58,2021-01-11,Violence against civilians,Iran,2,5
59,2021-01-11,Violence against civilians,Ivory Coast,0,1
60,2021-01-11,Violence against civilians,Jamaica,7,2
61,2021-01-11,Violence against civilians,Lebanon,0,1
62,2021-01-11,Violence against civilians,Nicaragua,0,6
63,2021-01-11,Violence against civilians,Nigeria,57,37
64,2021-01-11,Violence against civilians,Palestine,0,2
65,2021-01-11,Violence against civilians,Panama,1,1
66,2021-01-11,Violence against civilians,Puerto Rico,2,4
67,2021-01-11,Violence against civilians,Republic of Congo,0,1
68,2021-01-11,Violence against civilians,Somalia,9,8
69,2021-01-11,Violence against civilians,South Sudan,9,7
70,2021-01-11,Violence against civilians,Sudan,2,3
71,2021-01-11,Violence against civilians,Trinidad and Tobago,4,6
72,2021-01-11,Violence against civilians,Turkey,0,2
73,2021-01-11,Violence against civilians,Venezuela,1,1
74,2021-01-11,Violence against civilians,Yemen,3,3
75,2021-01-12,Battles,Greece,0,1
76,2021-01-12,Battles,India,7,8
77,2021-01-12,Explosions/Remote violence,India,1,6
78,2021-01-12,Explosions/Remote violence,Pakistan,2,4
79,2021-01-12,Violence against civilians,Bangladesh,4,6
80,2021-01-12,Violence against civilians,India,9,17
81,2021-01-12,Violence against civilians,Kosovo,0,1
82,2021-01-12,Violence against civilians,Myanmar,1,1
83,2021-01-12,Violence against civilians,Philippines,2,2
84,2021-01-14,Violence against civilians,Poland,0,1
85,2021-01-18,Battles,Azerbaijan,0,1
86,2021-01-18,Battles,Brazil,20,27
87,2021-01-18,Battles,Burundi,0,3
88,2021-01-18,Battles,Colombia,0,1
89,2021-01-18,Battles,Egypt,1,1
90,2021-01-18,Battles,El Salvador,4,4
91,2021-01-18,Battles,Guyana,0,1
92,2021-01-18,Battles,Puerto Rico,0,1
93,2021-01-18,Battles,Somalia,9,3
94,2021-01-18,Battles,Trinidad and Tobago,2,1
95,2021-01-18,Battles,Turkey,1,1
96,2021-01-18,Battles,Venezuela,1,1
97,2021-01-18,Explosions/Remote violence,Afghanistan,6,9
98,2021-01-18,Explosions/Remote violence,Djibouti,1,1
99,2021-01-18,Explosions/Remote violence,Egypt,1,2
100,2021-01-18,Explosions/Remote violence,Kenya,0,1
101,2021-01-18,Explosions/Remote violence,Somalia,0,1
102,2021-01-18,Explosions/Remote violence,Turkey,0,1
103,2021-01-18,Explosions/Remote violence,Yemen,1,13
104,2021-01-18,Violence against civilians,Brazil,44,41
105,2021-01-18,Violence against civilians,Burundi,2,3
106,2021-01-18,Violence against civilians,Colombia,2,1
107,2021-01-18,Violence against civilians,Cuba,0,1
108,2021-01-18,Violence against civilians,El Salvador,5,5
109,2021-01-18,Violence against civilians,Guatemala,1,1
110,2021-01-18,Violence against civilians,Haiti,0,2
111,2021-01-18,Violence against civilians,Iran,0,1
112,2021-01-18,Violence against civilians,Kenya,0,1
113,2021-01-18,Violence against civilians,Nicaragua,1,1
114,2021-01-18,Violence against civilians,Nigeria,11,8
115,2021-01-18,Violence against civilians,Puerto Rico,3,3
116,2021-01-18,Violence against civilians,Somalia,3,3
117,2021-01-18,Violence against civilians,Sudan,2,3
118,2021-01-18,Violence against civilians,Tunisia,0,1
119,2021-01-18,Violence against civilians,Turkey,0,1
120,2021-01-18,Violence against civilians,Yemen,1,1
121,2021-01-19,Battles,Bangladesh,1,1
122,2021-01-19,Battles,Brazil,12,65
123,2021-01-19,Battles,India,1,1
124,2021-01-19,Battles,Indonesia,2,1
125,2021-01-19,Explosions/Remote violence,India,0,1
126,2021-01-19,Explosions/Remote violence,Myanmar,1,1
127,2021-01-19,Violence against civilians,Bangladesh,3,2
128,2021-01-19,Violence against civilians,Belarus,0,1
129,2021-01-19,Violence against civilians,Brazil,1,1
130,2021-01-19,Violence against civilians,India,0,1
131,2021-01-19,Violence against civilians,Myanmar,0,1
132,2021-01-19,Violence against civilians,Philippines,1,1
133,2021-01-25,Battles,Brazil,13,38
134,2021-01-25,Battles,Burundi,1,1
135,2021-01-25,Battles,El Salvador,2,4
136,2021-01-25,Battles,Jamaica,2,1
137,2021-01-25,Battles,Kenya,1,1
138,2021-01-25,Battles,Nigeria,3,3
139,2021-01-25,Battles,Somalia,0,1
140,2021-01-25,Battles,Yemen,0,1
141,2021-01-25,Explosions/Remote violence,Afghanistan,4,5
142,2021-01-25,Explosions/Remote violence,Armenia,0,1
143,2021-01-25,Explosions/Remote violence,Egypt,7,2
144,2021-01-25,Explosions/Remote violence,Turkey,0,3
145,2021-01-25,Explosions/Remote violence,Yemen,0,12
146,2021-01-25,Violence against civilians,Brazil,39,41
147,2021-01-25,Violence against civilians,Burundi,4,9
148,2021-01-25,Violence against civilians,Colombia,0,1
149,2021-01-25,Violence against civilians,El Salvador,8,8
150,2021-01-25,Violence against civilians,Guatemala,1,1
151,2021-01-25,Violence against civilians,Jamaica,6,4
152,2021-01-25,Violence against civilians,Kenya,1,1
153,2021-01-25,Violence against civilians,Lebanon,0,1
154,2021-01-25,Violence against civilians,Nigeria,15,5
155,2021-01-25,Violence against civilians,Palestine,0,1
156,2021-01-25,Violence against civilians,Puerto Rico,2,4
157,2021-01-25,Violence against civilians,Sierra Leone,0,1
158,2021-01-25,Violence against civilians,Somalia,3,5
159,2021-01-25,Violence against civilians,South Africa,0,1
160,2021-01-25,Violence against civilians,Sudan,0,2
161,2021-01-25,Violence against civilians,Trinidad and Tobago,2,3
162,2021-01-26,Battles,India,1,1
163,2021-01-26,Battles,Pakistan,4,1
164,2021-01-26,Explosions/Remote violence,India,0,1
165,2021-01-26,Explosions/Remote violence,Pakistan,0,1
166,2021-01-26,Violence against civilians,India,3,4
167,2021-01-26,Violence against civilians,Myanmar,0,1
168,2021-01-26,Violence against civilians,Pakistan,4,2
169,2021-01-26,Violence against civilians,Philippines,1,1
170,2021-02-01,Battles,Brazil,13,36
171,2021-02-01,Battles,Colombia,0,1
172,2021-02-01,Battles,El Salvador,1,2
173,2021-02-01,Battles,Ethiopia,1,1
174,2021-02-01,Battles,Guatemala,7,12
175,2021-02-01,Battles,Nigeria,2,2
176,2021-02-01,Battles,Puerto Rico,1,1
177,2021-02-01,Battles,Sierra Leone,0,1
178,2021-02-01,Battles,Trinidad and Tobago,1,1
179,2021-02-01,Battles,Yemen,1,1
180,2021-02-01,Explosions/Remote violence,Afghanistan,5,5
181,2021-02-01,Explosions/Remote violence,Azerbaijan,0,1
182,2021-02-01,Explosions/Remote violence,Iran,0,1
183,2021-02-01,Explosions/Remote violence,Yemen,0,10
184,2021-02-01,Violence against civilians,Afghanistan,1,2
185,2021-02-01,Violence against civilians,Brazil,22,25
186,2021-02-01,Violence against civilians,Burundi,2,1
187,2021-02-01,Violence against civilians,Colombia,1,3
188,2021-02-01,Violence against civilians,El Salvador,2,1
189,2021-02-01,Violence against civilians,Guatemala,8,8
190,2021-02-01,Violence against civilians,Jamaica,1,1
191,2021-02-01,Violence against civilians,Nicaragua,0,1
192,2021-02-01,Violence against civilians,Nigeria,9,8
193,2021-02-01,Violence against civilians,Palestine,0,1
194,2021-02-01,Violence against civilians,Puerto Rico,3,3
195,2021-02-01,Violence against civilians,Somalia,2,3
196,2021-02-01,Violence against civilians,South Sudan,1,1
197,2021-02-01,Violence against civilians,Sudan,2,1
198,2021-02-01,Violence against civilians,Trinidad and Tobago,0,1
199,2021-02-01,Violence against civilians,Turkey,0,2
200,2021-02-01,Violence against civilians,Yemen,1,2
201,2021-02-02,Battles,Bangladesh,1,1
202,2021-02-02,Battles,India,0,2
203,2021-02-02,Battles,Indonesia,1,1
204,2021-02-02,Explosions/Remote violence,Myanmar,0,1
205,2021-02-02,Explosions/Remote violence,Philippines,2,1
206,2021-02-02,Violence against civilians,Bangladesh,1,1
207,2021-02-02,Violence against civilians,Cambodia,0,1
208,2021-02-02,Violence against civilians,India,6,7
209,2021-02-02,Violence against civilians,Pakistan,1,1
210,2021-02-02,Violence against civilians,Philippines,2,1
211,2021-02-05,Battles,Mexico,131,94
212,2021-02-05,Explosions/Remote violence,United States,1,2
213,2021-02-05,Violence against civilians,Mexico,600,443
214,2021-02-05,Violence against civilians,United States,2,5
215,2021-02-08,Battles,Azerbaijan,0,1
216,2021-02-08,Battles,Brazil,23,37
217,2021-02-08,Battles,Burundi,0,1
218,2021-02-08,Battles,Egypt,1,1
219,2021-02-08,Battles,El Salvador,5,4
220,2021-02-08,Battles,Haiti,1,1
221,2021-02-08,Battles,Jamaica,0,1
222,2021-02-08,Battles,Mexico,22,13
223,2021-02-08,Battles,Nigeria,1,1
224,2021-02-08,Battles,Palestine,0,1
225,2021-02-08,Battles,Puerto Rico,0,1
226,2021-02-08,Battles,Somalia,11,4
227,2021-02-08,Battles,Yemen,3,3
228,2021-02-08,Battles,Zambia,1,1
229,2021-02-08,Explosions/Remote violence,Afghanistan,7,5
230,2021-02-08,Explosions/Remote violence,Somalia,12,2
231,2021-02-08,Explosions/Remote violence,Tunisia,4,1
232,2021-02-08,Explosions/Remote violence,Turkey,0,3
233,2021-02-08,Explosions/Remote violence,Yemen,0,10
234,2021-02-08,Violence against civilians,Afghanistan,5,3
235,2021-02-08,Violence against civilians,Benin,5,2
236,2021-02-08,Violence against civilians,Brazil,35,36
237,2021-02-08,Violence against civilians,Burundi,2,6
238,2021-02-08,Violence against civilians,Chile,0,1
239,2021-02-08,Violence against civilians,Colombia,3,4
240,2021-02-08,Violence against civilians,Cuba,0,1
241,2021-02-08,Violence against civilians,Djibouti,1,1
242,2021-02-08,Violence against civilians,El Salvador,5,6
243,2021-02-08,Violence against civilians,Ethiopia,1,1
244,2021-02-08,Violence against civilians,Haiti,0,1
245,2021-02-08,Violence against civilians,Iran,0,1
246,2021-02-08,Violence against civilians,Malawi,1,1
247,2021-02-08,Violence against civilians,Mexico,129,91
248,2021-02-08,Violence against civilians,Nigeria,3,4
249,2021-02-08,Violence against civilians,Puerto Rico,2,2
250,2021-02-08,Violence against civilians,Somalia,7,3
251,2021-02-08,Violence against civilians,South Sudan,1,2
252,2021-02-08,Violence against civilians,Trinidad and Tobago,2,2
253,2021-02-08,Violence against civilians,Yemen,1,1
254,2021-02-09,Battles,Bangladesh,0,1
255,2021-02-09,Battles,India,1,1
256,2021-02-09,Battles,Indonesia,2,1
257,2021-02-09,Explosions/Remote violence,India,0,1
258,2021-02-09,Explosions/Remote violence,Myanmar,1,1
259,2021-02-09,Violence against civilians,India,1,2
260,2021-02-09,Violence against civilians,Pakistan,3,2
261,2021-02-10,Battles,Myanmar,1,7
262,2021-02-10,Explosions/Remote violence,Myanmar,0,2
263,2021-02-10,Violence against civilians,Myanmar,1,2
264,2021-02-15,Battles,Afghanistan,1,2
265,2021-02-15,Battles,Benin,0,1
266,2021-02-15,Battles,Brazil,17,46
267,2021-02-15,Battles,Burundi,1,1
268,2021-02-15,Battles,Colombia,0,1
269,2021-02-15,Battles,Egypt,1,1
270,2021-02-15,Battles,El Salvador,9,8
271,2021-02-15,Battles,Ethiopia,2,1
272,2021-02-15,Battles,Haiti,3,2
273,2021-02-15,Battles,Mexico,18,15
274,2021-02-15,Battles,Morocco,4,1
275,2021-02-15,Battles,Nigeria,3,2
276,2021-02-15,Battles,Somalia,2,3
277,2021-02-15,Battles,Trinidad and Tobago,1,1
278,2021-02-15,Battles,Turkey,0,1
279,2021-02-15,Battles,Yemen,0,1
280,2021-02-15,Explosions/Remote violence,Afghanistan,3,5
281,2021-02-15,Explosions/Remote violence,Burundi,2,1
282,2021-02-15,Explosions/Remote violence,Egypt,0,1
283,2021-02-15,Explosions/Remote violence,Somalia,0,1
284,2021-02-15,Explosions/Remote violence,Turkey,0,6
285,2021-02-15,Explosions/Remote violence,Yemen,1,9
286,2021-02-15,Violence against civilians,Afghanistan,3,3
287,2021-02-15,Violence against civilians,Belize,0,2
288,2021-02-15,Violence against civilians,Benin,2,2
289,2021-02-15,Violence against civilians,Brazil,39,38
290,2021-02-15,Violence against civilians,Burundi,1,1
291,2021-02-15,Violence against civilians,Central African Republic,4,1
292,2021-02-15,Violence against civilians,El Salvador,5,4
293,2021-02-15,Violence against civilians,Haiti,0,1
294,2021-02-15,Violence against civilians,Jamaica,2,2
295,2021-02-15,Violence against civilians,Mali,1,1
296,2021-02-15,Violence against civilians,Mexico,83,66
297,2021-02-15,Violence against civilians,Niger,1,1
298,2021-02-15,Violence against civilians,Nigeria,25,14
299,2021-02-15,Violence against civilians,Palestine,1,2
300,2021-02-15,Violence against civilians,Puerto Rico,0,3
301,2021-02-15,Violence against civilians,Somalia,3,3
302,2021-02-15,Violence against civilians,South Africa,0,1
303,2021-02-15,Violence against civilians,Trinidad and Tobago,2,2
304,2021-02-15,Violence against civilians,Tunisia,0,1
305,2021-02-15,Violence against civilians,Turkey,0,1
306,2021-02-16,Battles,India,2,6
307,2021-02-16,Battles,Pakistan,1,1
308,2021-02-16,Explosions/Remote violence,Albania,0,1
309,2021-02-16,Explosions/Remote violence,Pakistan,1,1
310,2021-02-16,Explosions/Remote violence,Philippines,0,1
311,2021-02-16,Violence against civilians,Bangladesh,0,1
312,2021-02-16,Violence against civilians,India,1,1
313,2021-02-16,Violence against civilians,Indonesia,1,2
314,2021-02-16,Violence against civilians,Laos,1,1
315,2021-02-16,Violence against civilians,Pakistan,4,2
316,2021-02-16,Violence against civilians,United States,1,1
317,2021-02-16,Violence against civilians,Venezuela,0,1
318,2021-02-17,Violence against civilians,Myanmar,0,1
319,2021-02-22,Battles,Brazil,13,31
320,2021-02-22,Battles,El Salvador,8,7
321,2021-02-22,Battles,Ethiopia,0,1
322,2021-02-22,Battles,Guatemala,1,1
323,2021-02-22,Battles,Mexico,22,18
324,2021-02-22,Battles,Nigeria,3,1
325,2021-02-22,Battles,Puerto Rico,1,2
326,2021-02-22,Battles,Trinidad and Tobago,0,1
327,2021-02-22,Battles,Turkey,0,1
328,2021-02-22,Battles,Yemen,1,3
329,2021-02-22,Explosions/Remote violence,Afghanistan,2,4
330,2021-02-22,Explosions/Remote violence,Nigeria,0,1
331,2021-02-22,Explosions/Remote violence,Somalia,3,2
332,2021-02-22,Explosions/Remote violence,Tunisia,0,1
333,2021-02-22,Explosions/Remote violence,Turkey,0,3
334,2021-02-22,Explosions/Remote violence,Yemen,1,10
335,2021-02-22,Violence against civilians,Afghanistan,5,3
336,2021-02-22,Violence against civilians,Belize,1,1
337,2021-02-22,Violence against civilians,Brazil,37,33
338,2021-02-22,Violence against civilians,Burundi,1,3
339,2021-02-22,Violence against civilians,Central African Republic,0,1
340,2021-02-22,Violence against civilians,Colombia,3,3
341,2021-02-22,Violence against civilians,El Salvador,4,4
342,2021-02-22,Violence against civilians,Ethiopia,0,1
343,2021-02-22,Violence against civilians,Guatemala,3,2
344,2021-02-22,Violence against civilians,Ivory Coast,0,1
345,2021-02-22,Violence against civilians,Jamaica,2,2
346,2021-02-22,Violence against civilians,Mali,0,1
347,2021-02-22,Violence against civilians,Mexico,105,87
348,2021-02-22,Violence against civilians,Nicaragua,0,1
349,2021-02-22,Violence against civilians,Nigeria,25,11
350,2021-02-22,Violence against civilians,Palestine,0,1
351,2021-02-22,Violence against civilians,Puerto Rico,2,4
352,2021-02-22,Violence against civilians,Somalia,4,1
353,2021-02-22,Violence against civilians,South Sudan,4,3
354,2021-02-22,Violence against civilians,Sudan,1,1
355,2021-02-22,Violence against civilians,Trinidad and Tobago,2,2
356,2021-02-22,Violence against civilians,Turkey,0,1
357,2021-02-22,Violence against civilians,Venezuela,0,1
358,2021-02-22,Violence against civilians,Yemen,1,1
359,2021-02-23,Battles,Bangladesh,0,1
360,2021-02-23,Battles,India,4,2
361,2021-02-23,Battles,Pakistan,2,1
362,2021-02-23,Explosions/Remote violence,India,1,1
363,2021-02-23,Explosions/Remote violence,Myanmar,0,1
364,2021-02-23,Violence against civilians,India,1,2
365,2021-02-23,Violence against civilians,Myanmar,0,2
366,2021-02-23,Violence against civilians,Philippines,2,2
367,2021-03-01,Battles,Afghanistan,0,2
368,2021-03-01,Battles,Brazil,9,35
369,2021-03-01,Battles,Burkina Faso,0,1
370,2021-03-01,Battles,Colombia,7,4
371,2021-03-01,Battles,El Salvador,6,6
372,2021-03-01,Battles,Ethiopia,0,1
373,2021-03-01,Battles,Gambia,0,1
374,2021-03-01,Battles,Haiti,1,1
375,2021-03-01,Battles,Ivory Coast,0,1
376,2021-03-01,Battles,Lebanon,0,1
377,2021-03-01,Battles,Mexico,9,8
378,2021-03-01,Battles,Nigeria,0,1
379,2021-03-01,Battles,Puerto Rico,0,1
380,2021-03-01,Battles,Somalia,0,1
381,2021-03-01,Battles,South Sudan,5,2
382,2021-03-01,Battles,Trinidad and Tobago,0,1
383,2021-03-01,Battles,Turkey,0,10
384,2021-03-01,Explosions/Remote violence,Afghanistan,0,2
385,2021-03-01,Explosions/Remote violence,Azerbaijan,0,1
386,2021-03-01,Explosions/Remote violence,Colombia,1,1
387,2021-03-01,Explosions/Remote violence,Turkey,0,18
388,2021-03-01,Explosions/Remote violence,Yemen,0,8
389,2021-03-01,Violence against civilians,Afghanistan,6,4
390,2021-03-01,Violence against civilians,Brazil,39,36
391,2021-03-01,Violence against civilians,Burundi,2,7
392,2021-03-01,Violence against civilians,Colombia,22,10
393,2021-03-01,Violence against civilians,Cuba,0,1
394,2021-03-01,Violence against civilians,Egypt,1,1
395,2021-03-01,Violence against civilians,El Salvador,4,4
396,2021-03-01,Violence against civilians,Guatemala,2,2
397,2021-03-01,Violence against civilians,Iran,4,1
398,2021-03-01,Violence against civilians,Jamaica,2,2
399,2021-03-01,Violence against civilians,Mali,0,2
400,2021-03-01,Violence against civilians,Mexico,96,72
401,2021-03-01,Violence against civilians,Nicaragua,0,1
402,2021-03-01,Violence against civilians,Nigeria,26,13
403,2021-03-01,Violence against civilians,Palestine,0,1
404,2021-03-01,Violence against civilians,Puerto Rico,0,2
405,2021-03-01,Violence against civilians,Republic of Congo,0,1
406,2021-03-01,Violence against civilians,Somalia,4,6
407,2021-03-01,Violence against civilians,Trinidad and Tobago,0,4
408,2021-03-01,Violence against civilians,Turkey,0,7
409,2021-03-01,Violence against civilians,Venezuela,0,1
410,2021-03-01,Violence against civilians,eSwatini,0,1
411,2021-03-02,Battles,Bangladesh,2,2
412,2021-03-02,Battles,India,1,2
413,2021-03-02,Battles,Myanmar,2,1
414,2021-03-02,Battles,Pakistan,1,1
415,2021-03-02,Explosions/Remote violence,India,1,4
416,2021-03-02,Explosions/Remote violence,Myanmar,0,1
417,2021-03-02,Explosions/Remote violence,Pakistan,1,2
418,2021-03-02,Violence against civilians,India,1,2
419,2021-03-02,Violence against civilians,Indonesia,0,1
420,2021-03-02,Violence against civilians,Kosovo,0,2
421,2021-03-02,Violence against civilians,Myanmar,0,1
422,2021-03-02,Violence against civilians,Pakistan,3,2
423,2021-03-02,Violence against civilians,Philippines,1,1
424,2021-03-02,Violence against civilians,United States,0,1
425,2021-03-08,Battles,Afghanistan,0,1
426,2021-03-08,Battles,Brazil,9,33
427,2021-03-08,Battles,Burundi,1,1
428,2021-03-08,Battles,Chad,12,1
429,2021-03-08,Battles,Colombia,2,2
430,2021-03-08,Battles,El Salvador,3,3
431,2021-03-08,Battles,Guatemala,0,1
432,2021-03-08,Battles,Iran,0,1
433,2021-03-08,Battles,Jamaica,1,2
434,2021-03-08,Battles,Lebanon,0,1
435,2021-03-08,Battles,Mexico,33,20
436,2021-03-08,Battles,Nigeria,7,4
437,2021-03-08,Battles,Puerto Rico,0,1
438,2021-03-08,Battles,Somalia,3,4
439,2021-03-08,Battles,South Africa,1,1
440,2021-03-08,Battles,South Sudan,17,3
441,2021-03-08,Battles,Turkey,2,2
442,2021-03-08,Explosions/Remote violence,Afghanistan,3,3
443,2021-03-08,Explosions/Remote violence,Burundi,1,1
444,2021-03-08,Explosions/Remote violence,Colombia,1,1
445,2021-03-08,Explosions/Remote violence,Egypt,0,2
446,2021-03-08,Explosions/Remote violence,Yemen,3,11
447,2021-03-08,Violence against civilians,Afghanistan,3,4
448,2021-03-08,Violence against civilians,Benin,4,3
449,2021-03-08,Violence against civilians,Brazil,27,32
450,2021-03-08,Violence against civilians,Burundi,2,4
451,2021-03-08,Violence against civilians,Chile,0,1
452,2021-03-08,Violence against civilians,Colombia,2,2
453,2021-03-08,Violence against civilians,Cuba,0,1
454,2021-03-08,Violence against civilians,El Salvador,4,4
455,2021-03-08,Violence against civilians,Ethiopia,3,1
456,2021-03-08,Violence against civilians,Guatemala,1,1
457,2021-03-08,Violence against civilians,Ivory Coast,0,1
458,2021-03-08,Violence against civilians,Jamaica,17,13
459,2021-03-08,Violence against civilians,Kazakhstan,0,1
460,2021-03-08,Violence against civilians,Kenya,0,1
461,2021-03-08,Violence against civilians,Mexico,95,69
462,2021-03-08,Violence against civilians,Nigeria,40,14
463,2021-03-08,Violence against civilians,Puerto Rico,4,6
464,2021-03-08,Violence against civilians,Somalia,7,8
465,2021-03-08,Violence against civilians,South Africa,2,2
466,2021-03-08,Violence against civilians,South Sudan,0,1
467,2021-03-08,Violence against civilians,Trinidad and Tobago,0,2
468,2021-03-08,Violence against civilians,Venezuela,0,1
469,2021-03-09,Battles,India,1,1
470,2021-03-09,Battles,Indonesia,3,1
471,2021-03-09,Battles,Myanmar,1,2
472,2021-03-09,Explosions/Remote violence,India,4,3
473,2021-03-09,Explosions/Remote violence,Myanmar,0,2
474,2021-03-09,Violence against civilians,Bangladesh,1,1
475,2021-03-09,Violence against civilians,India,1,2
476,2021-03-09,Violence against civilians,Myanmar,1,6
477,2021-03-09,Violence against civilians,Pakistan,4,3
478,2021-03-09,Violence against civilians,United States,1,1
479,2021-03-11,Violence against civilians,Myanmar,1,1
480,2021-03-15,Battles,Afghanistan,14,1
481,2021-03-15,Battles,Brazil,14,35
482,2021-03-15,Battles,El Salvador,1,2
483,2021-03-15,Battles,Jamaica,8,7
484,2021-03-15,Battles,Mexico,21,17
485,2021-03-15,Battles,Nigeria,43,2
486,2021-03-15,Battles,Somalia,2,2
487,2021-03-15,Battles,South Sudan,1,2
488,2021-03-15,Battles,Turkey,0,3
489,2021-03-15,Explosions/Remote violence,Afghanistan,2,3
490,2021-03-15,Explosions/Remote violence,Lebanon,0,2
491,2021-03-15,Explosions/Remote violence,Turkey,0,2
492,2021-03-15,Explosions/Remote violence,Yemen,0,26
493,2021-03-15,Violence against civilians,Afghanistan,4,2
494,2021-03-15,Violence against civilians,Bahrain,0,2
495,2021-03-15,Violence against civilians,Brazil,27,32
496,2021-03-15,Violence against civilians,Burundi,1,2
497,2021-03-15,Violence against civilians,Central African Republic,0,1
498,2021-03-15,Violence against civilians,Colombia,0,1
499,2021-03-15,Violence against civilians,Cuba,0,1
500,2021-03-15,Violence against civilians,El Salvador,3,3
501,2021-03-15,Violence against civilians,Ethiopia,69,3
502,2021-03-15,Violence against civilians,Guatemala,0,1
503,2021-03-15,Violence against civilians,Jamaica,23,21
504,2021-03-15,Violence against civilians,Mexico,72,58
505,2021-03-15,Violence against civilians,Nigeria,11,7
506,2021-03-15,Violence against civilians,Palestine,0,1
507,2021-03-15,Violence against civilians,Puerto Rico,4,4
508,2021-03-15,Violence against civilians,Republic of Congo,0,1
509,2021-03-15,Violence against civilians,South Sudan,3,5
510,2021-03-15,Violence against civilians,Trinidad and Tobago,7,9
511,2021-03-15,Violence against civilians,Turkey,0,1
512,2021-03-15,Violence against civilians,Venezuela,1,1
513,2021-03-16,Battles,India,3,4
514,2021-03-16,Explosions/Remote violence,Pakistan,0,2
515,2021-03-16,Violence against civilians,India,3,4
516,2021-03-16,Violence against civilians,Philippines,1,1
517,2021-03-17,Battles,Myanmar,3,2
518,2021-03-17,Explosions/Remote violence,Myanmar,0,1
519,2021-03-17,Violence against civilians,Myanmar,1,4
520,2021-03-22,Battles,Afghanistan,4,2
521,2021-03-22,Battles,Algeria,1,1
522,2021-03-22,Battles,Brazil,17,47
523,2021-03-22,Battles,Colombia,0,1
524,2021-03-22,Battles,El Salvador,2,4
525,2021-03-22,Battles,Guatemala,2,1
526,2021-03-22,Battles,Mexico,33,24
527,2021-03-22,Battles,Nicaragua,1,2
528,2021-03-22,Battles,Nigeria,1,1
529,2021-03-22,Battles,Puerto Rico,3,1
530,2021-03-22,Battles,Somalia,1,2
531,2021-03-22,Battles,South Sudan,14,3
532,2021-03-22,Battles,Turkey,4,1
533,2021-03-22,Explosions/Remote violence,Afghanistan,5,3
534,2021-03-22,Explosions/Remote violence,Burundi,0,1
535,2021-03-22,Explosions/Remote violence,Egypt,0,1
536,2021-03-22,Explosions/Remote violence,Somalia,2,1
537,2021-03-22,Explosions/Remote violence,Turkey,0,3
538,2021-03-22,Explosions/Remote violence,Yemen,3,16
539,2021-03-22,Violence against civilians,Afghanistan,3,3
540,2021-03-22,Violence against civilians,Belize,1,2
541,2021-03-22,Violence against civilians,Brazil,21,28
