"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNWD","TMAX","TMIN"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-03","0.00",,"70","46"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-04","0.00",,"75","53"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-05","0.00",,"81","55"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-06","0.00",,"85","58"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-07","0.05",,"91","65"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-08","0.11",,"75","62"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-09","0.00",,"71","55"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-10","0.24",,"83","55"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-11","0.00",,"79","56"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-12","0.00",,"68","59"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-13","0.00",,"67","48"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-14","0.00",,"66","48"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-15","0.00",,"72","49"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-16","0.00",,"73","52"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-17","0.00",,"79","50"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-18","0.00",,"68","56"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-19","0.05",,"68","47"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-20","0.17",,"54","51"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-21","0.07",,"61","49"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-22","0.19",,"60","46"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-23","0.00",,"56","49"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-24","0.04",,"57","51"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-25","0.00",,"60","50"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-26","0.00",,"74","48"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-27","0.00",,"69","56"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-28","0.21",,"71","56"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-29","0.01",,"60","54"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-06-30","0.02",,"65","53"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-01","0.00",,"65","55"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-02","0.03",,"67","53"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-03","0.43",,"70","48"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-04","0.00",,"66","58"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-05","0.02",,"66","55"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-06","0.17",,"64","50"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-07","0.00",,"66","44"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-08","0.00",,"65","46"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-09","0.04",,"67","50"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-10","0.00",,"68","58"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-11","0.00",,"75","55"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-12","0.01",,"76","55"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-13","0.00",,"74","59"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-14","0.00",,"74","61"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-15","0.00",,"74","63"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-16","0.00",,"69","51"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-17","0.00",,"73","51"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-18","0.00",,"72","51"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-19","0.00",,"72","51"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-20","0.00",,"81","53"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-21","0.00",,"84","54"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-22","0.00",,"85","58"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-23","0.00",,"84","64"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-24","0.49",,"66","59"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-25","0.00",,"61","54"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-26","0.00",,"76","51"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-27","0.00",,"74","55"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-28","0.00",,"77","57"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-29","0.06",,"75","59"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-30","0.00",,"75","61"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-07-31","0.00",,"72","59"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-01","0.00",,"70","56"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-02","0.00",,"72","50"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-03","0.00",,"75","52"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-04","0.00",,"77","54"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-05","0.00",,"81","55"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-06","0.02",,"79","62"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-07","0.00",,"69","52"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-08","0.00",,"77","46"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-09","0.00",,"83","56"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-10","0.52",,"74","63"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-11","0.19",,"66","58"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-12","0.49",,"73","56"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-13","0.33",,"63","60"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-14","0.00",,"71","61"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-15","0.00",,"71","60"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-16","0.00",,"75","49"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-17","0.00",,"80","55"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-18","0.00",,"81","56"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-19","0.00",,"84","61"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-20","0.02",,"87","59"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-21","0.02",,"74","61"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-22","0.00",,"73","55"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-23","0.02",,"75","58"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-24","0.05",,"69","55"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-25","0.27",,"68","56"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-26","0.00",,"70","50"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-27","0.06",,"69","53"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-28","0.70",,"66","53"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-29","1.73",,"56","54"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-30","0.04",,"60","54"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-08-31","0.13",,"61","47"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-01","0.01",,"66","45"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-02","0.00",,"68","46"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-03","0.00",,"68","52"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-04","0.00",,"69","55"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-05","0.00",,"70","53"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-06","0.00",,"68","49"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-07","0.00",,"66","49"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-08","0.01",,"64","47"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-09","0.00",,"65","48"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-10","0.08",,"62","53"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-11","0.01",,"58","51"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-12","0.80",,"61","53"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-13","0.09",,"60","49"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-14","0.03",,"62","52"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-15","0.01",,"64","46"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-16","0.00",,"65","44"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-17","0.00",,"63","45"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-18","0.00",,"58","43"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-19","0.00",,"62","47"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-20","0.00",,"55","48"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-21","0.00",,"56","51"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-22","0.14",,"53","48"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-23","0.02",,"56","49"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-24","0.00",,"61","41"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-25","0.00",,"63","48"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-26","0.09",,"66","44"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-27","0.06",,"64","56"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-28","0.00",,"65","48"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-29","0.09",,"69","54"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-09-30","0.46",,"61","59"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-01","0.05",,"58","49"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-02","0.01",,"62","42"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-03","0.00",,"64","41"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-04","0.20",,"60","50"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-05","0.20",,"55","48"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-06","0.00",,"58","41"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-07","0.00",,"62","38"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-08","0.00",,"62","40"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-09","0.07",,"56","53"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-10","0.00",,"56","52"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-11","0.00",,"54","49"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-12","0.02",,"56","49"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-13","0.00",,"66","46"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-14","0.10",,"65","51"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-15","0.00",,"62","53"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-16","0.03",,"60","41"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-17","0.01",,"52","42"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-18","0.20",,"58","44"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-19","0.06",,"61","50"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-20","0.09",,"60","54"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-21","0.00",,"60","54"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-22","0.01",,"60","43"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-23","0.01",,"62","41"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-24","0.00",,"60","42"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-25","0.00",,"61","47"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-26","0.00",,"59","50"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-27","0.05",,"60","44"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-28","0.37",,"62","52"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-29","0.03",,"54","47"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-30","0.00",,"53","44"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-10-31","0.25",,"57","43"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-01","0.00",,"59","50"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-02","0.00",,"60","54"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-03","0.01",,"58","56"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-04","0.24",,"56","54"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-05","0.01",,"54","45"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-06","0.14",,"60","44"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-07","0.30",,"55","47"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-08","0.21",,"52","40"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-09","0.23",,"52","44"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-10","0.17",,"48","44"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-11","0.30",,"44","37"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-12","0.09",,"49","43"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-13","0.18",,"49","43"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-14","0.00",,"49","33"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-15","0.00",,"38","30"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-16","0.00",,"43","29"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-17","0.02",,"41","34"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-18","0.12",,"45","36"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-19","0.20",,"45","32"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-20","0.21",,"46","37"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-21","0.00",,"42","33"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-22","0.11",,"44","28"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-23","0.02","1.2","43","33"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-24","0.31",,"41","31"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-25","0.11",,"50","33"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-26","0.07",,"46","40"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-27","0.00",,"35","30"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-28","0.13",,"41","29"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-29","0.53",,"47","32"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-11-30","0.12",,"46","39"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-01","0.02",,"50","34"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-02","0.00",,"48","41"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-03","0.39",,"48","35"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-04","0.00",,"47","42"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-05","0.00",,"46","38"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-06","0.06",,"43","38"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-07","0.00",,"41","38"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-08","0.00",,"37","35"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-09","0.00",,"32","31"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-10","0.00",,"32","31"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-11","0.00",,"32","30"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-12","0.04",,"35","31"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-13","0.09",,"38","33"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-14","0.00",,"40","28"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-15","0.00",,"42","33"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-16","0.09",,"43","38"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-17","0.03",,"43","36"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-18","0.23",,"53","39"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-19","0.10",,"50","47"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-20","0.00",,"47","35"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-21","0.00",,"34","31"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-22","0.00",,"34","28"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-23","0.00",,"31","27"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-24","0.00",,"29","22"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-25","0.00",,"32","20"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-26","0.00",,"29","21"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-27","0.01",,"26","21"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-28","0.00","0.4","22","14"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-29","0.06","0.4","37","12"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-30","0.00",,"32","27"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1996-12-31","0.00","0.4","22","15"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-01","0.00",,"16","9"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-02","0.00",,"19","9"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-03","0.00",,"23","13"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-04","0.00",,"26","21"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-05","0.00",,"26","24"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-06","0.00",,"26","24"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-07","0.00",,"25","18"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-08","0.04",,"29","19"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-09","0.00",,"29","22"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-10","0.00",,"25","19"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-11","0.00",,"31","22"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-12","0.00",,"36","29"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-13","0.00",,"42","26"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-14","0.00",,"40","27"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-15","0.00",,"40","24"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-16","0.00",,"43","26"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-17","0.00",,"44","30"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-18","0.03",,"40","36"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-19","0.03",,"45","36"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-20","0.00",,"40","36"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-21","0.00",,"41","33"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-22","0.00",,"53","34"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-23","0.00",,"45","37"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-24","0.00",,"47","38"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-25","0.00",,"51","36"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-26","0.00",,"35","30"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-27","0.00",,"37","31"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-28","0.00",,"37","34"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-29","0.00",,"41","34"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-30","0.00",,"38","33"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-01-31","0.00",,"41","36"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-01","0.00",,"40","36"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-02","0.01",,"36","29"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-03","0.01",,"38","31"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-04","0.48",,"44","33"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-05","0.00",,"44","39"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-06","0.00",,"49","33"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-07","0.00",,"51","40"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-08","0.00",,"50","44"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-09","0.00",,"55","45"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-10","0.07",,"52","42"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-11","0.19",,"52","37"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-12","0.17",,"56","44"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-13","0.24",,"46","40"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-14","0.03",,"42","37"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-15","0.00",,"46","33"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-16","0.06",,"45","32"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-17","0.07",,"52","39"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-18","0.02",,"53","43"
"FRE00104040","LILLE LESQUIN, FR","50.57","3.0975","47.0","1997-02-19","0.08",,"52","35"
