"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNWD","TMAX","TMIN"
"BE000006447","50.8","4.35","104.0","1992-05-19","0.00",,"76","52"
"BE000006447","50.8","4.35","104.0","1992-05-20","0.00",,"76","56"
"BE000006447","50.8","4.35","104.0","1992-05-21","0.00",,"74","58"
"BE000006447","50.8","4.35","104.0","1992-05-22","0.00",,"77","55"
"BE000006447","50.8","4.35","104.0","1992-05-23","0.00",,"80","58"
"BE000006447","50.8","4.35","104.0","1992-05-24","0.00",,"81","59"
"BE000006447","50.8","4.35","104.0","1992-05-25","0.40",,"79","58"
"BE000006447","50.8","4.35","104.0","1992-05-26","0.00",,"77","57"
"BE000006447","50.8","4.35","104.0","1992-05-27","0.00",,"76","58"
"BE000006447","50.8","4.35","104.0","1992-05-28","0.02",,"78","60"
"BE000006447","50.8","4.35","104.0","1992-05-29","0.23",,"62","58"
"BE000006447","50.8","4.35","104.0","1992-05-30","0.44",,"73","54"
"BE000006447","50.8","4.35","104.0","1992-05-31","0.04",,"76","55"
"BE000006447","50.8","4.35","104.0","1992-06-01","0.07",,"75","60"
"BE000006447","50.8","4.35","104.0","1992-06-02","2.09",,"62","59"
"BE000006447","50.8","4.35","104.0","1992-06-03","0.44",,"71","52"
"BE000006447","50.8","4.35","104.0","1992-06-04","0.12",,"62","54"
"BE000006447","50.8","4.35","104.0","1992-06-05","0.38",,"63","52"
"BE000006447","50.8","4.35","104.0","1992-06-06","0.03",,"59","53"
"BE000006447","50.8","4.35","104.0","1992-06-07","0.00",,"69","54"
"BE000006447","50.8","4.35","104.0","1992-06-08","0.15",,"68","53"
"BE000006447","50.8","4.35","104.0","1992-06-09","0.14",,"72","53"
"BE000006447","50.8","4.35","104.0","1992-06-10","0.00",,"73","53"
"BE000006447","50.8","4.35","104.0","1992-06-11","0.01",,"67","55"
"BE000006447","50.8","4.35","104.0","1992-06-12","0.10",,"68","54"
"BE000006447","50.8","4.35","104.0","1992-06-13","0.00",,"73","53"
"BE000006447","50.8","4.35","104.0","1992-06-14","0.00",,"76","54"
"BE000006447","50.8","4.35","104.0","1992-06-15","0.00",,"79","54"
"BE000006447","50.8","4.35","104.0","1992-06-16","0.00",,"71","61"
"BE000006447","50.8","4.35","104.0","1992-06-17","0.00",,"70","50"
"BE000006447","50.8","4.35","104.0","1992-06-18","0.26",,"60","50"
"BE000006447","50.8","4.35","104.0","1992-06-19","0.14",,"62","46"
"BE000006447","50.8","4.35","104.0","1992-06-20","0.39",,"72","49"
"BE000006447","50.8","4.35","104.0","1992-06-21","0.28",,"58","55"
"BE000006447","50.8","4.35","104.0","1992-06-22","0.00",,"69","48"
"BE000006447","50.8","4.35","104.0","1992-06-23","0.00",,"71","50"
"BE000006447","50.8","4.35","104.0","1992-06-24","0.00",,"67","55"
"BE000006447","50.8","4.35","104.0","1992-06-25","0.00",,"71","55"
"BE000006447","50.8","4.35","104.0","1992-06-26","0.00",,"73","57"
"BE000006447","50.8","4.35","104.0","1992-06-27","0.00",,"79","58"
"BE000006447","50.8","4.35","104.0","1992-06-28","0.00",,"81","59"
"BE000006447","50.8","4.35","104.0","1992-06-29","0.00",,"83","61"
"BE000006447","50.8","4.35","104.0","1992-06-30","0.00",,"83","63"
"BE000006447","50.8","4.35","104.0","1992-07-01","0.00",,"73","62"
"BE000006447","50.8","4.35","104.0","1992-07-02","0.01",,"72","56"
"BE000006447","50.8","4.35","104.0","1992-07-03","0.69",,"73","60"
"BE000006447","50.8","4.35","104.0","1992-07-04","0.37",,"68","59"
"BE000006447","50.8","4.35","104.0","1992-07-05","0.08",,"71","58"
"BE000006447","50.8","4.35","104.0","1992-07-06","0.00",,"72","58"
"BE000006447","50.8","4.35","104.0","1992-07-07","0.00",,"72","55"
"BE000006447","50.8","4.35","104.0","1992-07-08","0.00",,"76","53"
"BE000006447","50.8","4.35","104.0","1992-07-09","0.00",,"77","57"
"BE000006447","50.8","4.35","104.0","1992-07-10","0.18",,"70","56"
"BE000006447","50.8","4.35","104.0","1992-07-11","0.19",,"68","53"
"BE000006447","50.8","4.35","104.0","1992-07-12","0.23",,"67","57"
"BE000006447","50.8","4.35","104.0","1992-07-13","0.12",,"67","55"
"BE000006447","50.8","4.35","104.0","1992-07-14","0.25",,"63","56"
"BE000006447","50.8","4.35","104.0","1992-07-15","0.00",,"71","58"
"BE000006447","50.8","4.35","104.0","1992-07-16","0.00",,"81","59"
"BE000006447","50.8","4.35","104.0","1992-07-17","0.30",,"66","58"
"BE000006447","50.8","4.35","104.0","1992-07-18","0.00",,"71","56"
"BE000006447","50.8","4.35","104.0","1992-07-19","0.00",,"82","58"
"BE000006447","50.8","4.35","104.0","1992-07-20","0.14",,"84","64"
"BE000006447","50.8","4.35","104.0","1992-07-21","0.02",,"73","64"
"BE000006447","50.8","4.35","104.0","1992-07-22","0.00",,"73","54"
"BE000006447","50.8","4.35","104.0","1992-07-23","0.00",,"77","56"
"BE000006447","50.8","4.35","104.0","1992-07-24","0.03",,"82","61"
"BE000006447","50.8","4.35","104.0","1992-07-25","0.00",,"76","56"
"BE000006447","50.8","4.35","104.0","1992-07-26","0.00",,"75","55"
"BE000006447","50.8","4.35","104.0","1992-07-27","0.05",,"70","59"
"BE000006447","50.8","4.35","104.0","1992-07-28","0.00",,"71","49"
"BE000006447","50.8","4.35","104.0","1992-07-29","0.00",,"79","54"
"BE000006447","50.8","4.35","104.0","1992-07-30","0.00",,"85","58"
"BE000006447","50.8","4.35","104.0","1992-07-31","0.00",,"81","61"
"BE000006447","50.8","4.35","104.0","1992-08-01","0.00",,"85","63"
"BE000006447","50.8","4.35","104.0","1992-08-02","0.00",,"74","62"
"BE000006447","50.8","4.35","104.0","1992-08-03","0.00",,"74","62"
"BE000006447","50.8","4.35","104.0","1992-08-04","0.00",,"72","54"
"BE000006447","50.8","4.35","104.0","1992-08-05","0.00",,"79","54"
"BE000006447","50.8","4.35","104.0","1992-08-06","0.00",,"76","57"
"BE000006447","50.8","4.35","104.0","1992-08-07","0.50",,"83","59"
"BE000006447","50.8","4.35","104.0","1992-08-08","0.00",,"89","62"
"BE000006447","50.8","4.35","104.0","1992-08-09","1.23",,"82","67"
"BE000006447","50.8","4.35","104.0","1992-08-10","0.14",,"64","63"
"BE000006447","50.8","4.35","104.0","1992-08-11","0.00",,"71","54"
"BE000006447","50.8","4.35","104.0","1992-08-12","0.32",,"69","58"
"BE000006447","50.8","4.35","104.0","1992-08-13","1.15",,"62","57"
"BE000006447","50.8","4.35","104.0","1992-08-14","0.04",,"66","56"
"BE000006447","50.8","4.35","104.0","1992-08-15","0.00",,"66","50"
"BE000006447","50.8","4.35","104.0","1992-08-16","0.28",,"74","51"
"BE000006447","50.8","4.35","104.0","1992-08-17","0.00",,"67","54"
"BE000006447","50.8","4.35","104.0","1992-08-18","0.00",,"73","56"
"BE000006447","50.8","4.35","104.0","1992-08-19","0.00",,"78","59"
"BE000006447","50.8","4.35","104.0","1992-08-20","0.93",,"76","62"
"BE000006447","50.8","4.35","104.0","1992-08-21","0.00",,"73","62"
"BE000006447","50.8","4.35","104.0","1992-08-22","0.10",,"76","58"
"BE000006447","50.8","4.35","104.0","1992-08-23","0.00",,"67","51"
"BE000006447","50.8","4.35","104.0","1992-08-24","0.26",,"71","52"
"BE000006447","50.8","4.35","104.0","1992-08-25","0.06",,"70","60"
"BE000006447","50.8","4.35","104.0","1992-08-26","0.08",,"71","61"
"BE000006447","50.8","4.35","104.0","1992-08-27","0.08",,"75","61"
"BE000006447","50.8","4.35","104.0","1992-08-28","0.66",,"69","63"
"BE000006447","50.8","4.35","104.0","1992-08-29","0.07",,"66","55"
"BE000006447","50.8","4.35","104.0","1992-08-30","0.50",,"65","53"
"BE000006447","50.8","4.35","104.0","1992-08-31","0.71",,"63","51"
"BE000006447","50.8","4.35","104.0","1992-09-01","0.02",,"60","47"
"BE000006447","50.8","4.35","104.0","1992-09-02","0.28",,"59","50"
"BE000006447","50.8","4.35","104.0","1992-09-03","0.19",,"62","54"
"BE000006447","50.8","4.35","104.0","1992-09-04","0.18",,"58","49"
"BE000006447","50.8","4.35","104.0","1992-09-05","0.00",,"60","45"
"BE000006447","50.8","4.35","104.0","1992-09-06","0.00",,"65","42"
"BE000006447","50.8","4.35","104.0","1992-09-07","0.02",,"65","44"
"BE000006447","50.8","4.35","104.0","1992-09-08","0.02",,"59","46"
"BE000006447","50.8","4.35","104.0","1992-09-09","0.00",,"64","45"
"BE000006447","50.8","4.35","104.0","1992-09-10","0.00",,"69","47"
"BE000006447","50.8","4.35","104.0","1992-09-11","0.06",,"71","48"
"BE000006447","50.8","4.35","104.0","1992-09-12","0.00",,"64","46"
"BE000006447","50.8","4.35","104.0","1992-09-13","0.13",,"67","46"
"BE000006447","50.8","4.35","104.0","1992-09-14","0.12",,"63","52"
"BE000006447","50.8","4.35","104.0","1992-09-15","0.00",,"64","53"
"BE000006447","50.8","4.35","104.0","1992-09-16","0.00",,"66","54"
"BE000006447","50.8","4.35","104.0","1992-09-17","0.00",,"71","50"
"BE000006447","50.8","4.35","104.0","1992-09-18","0.02",,"67","50"
"BE000006447","50.8","4.35","104.0","1992-09-19","0.00",,"61","54"
"BE000006447","50.8","4.35","104.0","1992-09-20","0.00",,"65","52"
"BE000006447","50.8","4.35","104.0","1992-09-21","0.02",,"72","54"
"BE000006447","50.8","4.35","104.0","1992-09-22","0.15",,"66","57"
"BE000006447","50.8","4.35","104.0","1992-09-23","0.01",,"61","53"
"BE000006447","50.8","4.35","104.0","1992-09-24","0.00",,"62","51"
"BE000006447","50.8","4.35","104.0","1992-09-25","0.00",,"71","51"
"BE000006447","50.8","4.35","104.0","1992-09-26","0.00",,"76","56"
"BE000006447","50.8","4.35","104.0","1992-09-27","0.00",,"78","56"
"BE000006447","50.8","4.35","104.0","1992-09-28","0.00",,"72","57"
"BE000006447","50.8","4.35","104.0","1992-09-29","0.00",,"67","55"
"BE000006447","50.8","4.35","104.0","1992-09-30","0.02",,"61","53"
"BE000006447","50.8","4.35","104.0","1992-10-01","0.00",,"62","52"
"BE000006447","50.8","4.35","104.0","1992-10-02","0.00",,"63","48"
"BE000006447","50.8","4.35","104.0","1992-10-03","0.17",,"63","49"
"BE000006447","50.8","4.35","104.0","1992-10-04","0.00",,"60","48"
"BE000006447","50.8","4.35","104.0","1992-10-05","0.00",,"50","46"
"BE000006447","50.8","4.35","104.0","1992-10-06","0.44",,"51","46"
"BE000006447","50.8","4.35","104.0","1992-10-07","0.02",,"53","49"
"BE000006447","50.8","4.35","104.0","1992-10-08","0.00",,"59","46"
"BE000006447","50.8","4.35","104.0","1992-10-09","0.03",,"57","47"
"BE000006447","50.8","4.35","104.0","1992-10-10","0.00",,"56","42"
"BE000006447","50.8","4.35","104.0","1992-10-11","0.00",,"57","38"
"BE000006447","50.8","4.35","104.0","1992-10-12","0.00",,"55","40"
"BE000006447","50.8","4.35","104.0","1992-10-13","0.00",,"51","35"
"BE000006447","50.8","4.35","104.0","1992-10-14","0.23",,"52","31"
"BE000006447","50.8","4.35","104.0","1992-10-15","0.02",,"49","33"
"BE000006447","50.8","4.35","104.0","1992-10-16","0.01",,"50","35"
"BE000006447","50.8","4.35","104.0","1992-10-17","0.00",,"48","32"
"BE000006447","50.8","4.35","104.0","1992-10-18","0.09",,"50","33"
"BE000006447","50.8","4.35","104.0","1992-10-19","0.00",,"55","35"
"BE000006447","50.8","4.35","104.0","1992-10-20","0.00",,"56","40"
"BE000006447","50.8","4.35","104.0","1992-10-21","0.05",,"46","41"
"BE000006447","50.8","4.35","104.0","1992-10-22","0.04",,"50","36"
"BE000006447","50.8","4.35","104.0","1992-10-23","0.38",,"49","37"
"BE000006447","50.8","4.35","104.0","1992-10-24","0.23",,"48","39"
"BE000006447","50.8","4.35","104.0","1992-10-25","0.66",,"53","39"
"BE000006447","50.8","4.35","104.0","1992-10-26","0.01",,"51","43"
"BE000006447","50.8","4.35","104.0","1992-10-27","0.26",,"49","42"
"BE000006447","50.8","4.35","104.0","1992-10-28","0.51",,"46","43"
"BE000006447","50.8","4.35","104.0","1992-10-29","0.05",,"47","40"
"BE000006447","50.8","4.35","104.0","1992-10-30","0.00",,"50","35"
"BE000006447","50.8","4.35","104.0","1992-10-31","0.00",,"42","33"
"BE000006447","50.8","4.35","104.0","1992-11-01","0.00",,"48","32"
"BE000006447","50.8","4.35","104.0","1992-11-02","0.13",,"52","33"
"BE000006447","50.8","4.35","104.0","1992-11-03","0.00",,"52","40"
"BE000006447","50.8","4.35","104.0","1992-11-04","0.02",,"51","43"
"BE000006447","50.8","4.35","104.0","1992-11-05","0.02",,"54","44"
"BE000006447","50.8","4.35","104.0","1992-11-06","0.00",,"54","48"
"BE000006447","50.8","4.35","104.0","1992-11-07","0.12",,"50","45"
"BE000006447","50.8","4.35","104.0","1992-11-08","0.00",,"53","47"
"BE000006447","50.8","4.35","104.0","1992-11-09","0.07",,"52","42"
"BE000006447","50.8","4.35","104.0","1992-11-10","0.23",,"52","47"
"BE000006447","50.8","4.35","104.0","1992-11-11","0.21",,"57","43"
"BE000006447","50.8","4.35","104.0","1992-11-12","0.00",,"47","39"
"BE000006447","50.8","4.35","104.0","1992-11-13","0.06",,"44","35"
"BE000006447","50.8","4.35","104.0","1992-11-14","0.02",,"45","32"
"BE000006447","50.8","4.35","104.0","1992-11-15","0.11",,"51","32"
"BE000006447","50.8","4.35","104.0","1992-11-16","0.73",,"47","44"
"BE000006447","50.8","4.35","104.0","1992-11-17","0.01",,"43","38"
"BE000006447","50.8","4.35","104.0","1992-11-18","0.14",,"49","34"
"BE000006447","50.8","4.35","104.0","1992-11-19","0.16",,"48","34"
"BE000006447","50.8","4.35","104.0","1992-11-20","0.00",,"44","36"
"BE000006447","50.8","4.35","104.0","1992-11-21","0.29",,"55","35"
"BE000006447","50.8","4.35","104.0","1992-11-22","0.12",,"55","42"
"BE000006447","50.8","4.35","104.0","1992-11-23","0.04",,"55","52"
"BE000006447","50.8","4.35","104.0","1992-11-24","0.17",,"55","49"
"BE000006447","50.8","4.35","104.0","1992-11-25","0.26",,"58","48"
"BE000006447","50.8","4.35","104.0","1992-11-26","0.11",,"50","45"
"BE000006447","50.8","4.35","104.0","1992-11-27","0.20",,"53","38"
"BE000006447","50.8","4.35","104.0","1992-11-28","0.13",,"48","39"
"BE000006447","50.8","4.35","104.0","1992-11-29","0.10",,"53","40"
"BE000006447","50.8","4.35","104.0","1992-11-30","0.02",,"55","42"
"BE000006447","50.8","4.35","104.0","1992-12-01","0.00",,"50","43"
"BE000006447","50.8","4.35","104.0","1992-12-02","0.65",,"54","43"
"BE000006447","50.8","4.35","104.0","1992-12-03","0.37",,"48","42"
"BE000006447","50.8","4.35","104.0","1992-12-04","0.30",,"41","39"
"BE000006447","50.8","4.35","104.0","1992-12-05","0.00",,"42","34"
"BE000006447","50.8","4.35","104.0","1992-12-06","0.44",,"43","33"
"BE000006447","50.8","4.35","104.0","1992-12-07","0.04",,"47","33"
"BE000006447","50.8","4.35","104.0","1992-12-08","0.00",,"43","35"
"BE000006447","50.8","4.35","104.0","1992-12-09","0.00",,"41","36"
"BE000006447","50.8","4.35","104.0","1992-12-10","0.00",,"39","35"
"BE000006447","50.8","4.35","104.0","1992-12-11","0.55",,"48","36"
"BE000006447","50.8","4.35","104.0","1992-12-12","0.00",,"46","36"
"BE000006447","50.8","4.35","104.0","1992-12-13","0.00",,"47","35"
"BE000006447","50.8","4.35","104.0","1992-12-14","0.00",,"49","37"
"BE000006447","50.8","4.35","104.0","1992-12-15","0.00",,"49","40"
"BE000006447","50.8","4.35","104.0","1992-12-16","0.00",,"51","39"
"BE000006447","50.8","4.35","104.0","1992-12-17","0.00",,"49","42"
"BE000006447","50.8","4.35","104.0","1992-12-18","0.23",,"50","43"
"BE000006447","50.8","4.35","104.0","1992-12-19","0.20",,"50","44"
"BE000006447","50.8","4.35","104.0","1992-12-20","0.19",,"41","41"
"BE000006447","50.8","4.35","104.0","1992-12-21","0.00",,"38","35"
"BE000006447","50.8","4.35","104.0","1992-12-22","0.03",,"41","36"
"BE000006447","50.8","4.35","104.0","1992-12-23","0.00",,"39","36"
"BE000006447","50.8","4.35","104.0","1992-12-24","0.00",,"42","38"
"BE000006447","50.8","4.35","104.0","1992-12-25","0.00",,"35","35"
"BE000006447","50.8","4.35","104.0","1992-12-26","0.00",,"32","30"
"BE000006447","50.8","4.35","104.0","1992-12-27","0.00",,"31","25"
"BE000006447","50.8","4.35","104.0","1992-12-28","0.00",,"33","25"
"BE000006447","50.8","4.35","104.0","1992-12-29","0.00",,"37","24"
"BE000006447","50.8","4.35","104.0","1992-12-30","0.00",,"39","24"
"BE000006447","50.8","4.35","104.0","1992-12-31","0.00",,"33","23"
"BE000006447","50.8","4.35","104.0","1993-01-01","0.00",,"27","22"
"BE000006447","50.8","4.35","104.0","1993-01-02","0.00",,"33","18"
"BE000006447","50.8","4.35","104.0","1993-01-03","0.00",,"27","18"
"BE000006447","50.8","4.35","104.0","1993-01-04","0.00",,"33","17"
"BE000006447","50.8","4.35","104.0","1993-01-05","0.04",,"45","20"
"BE000006447","50.8","4.35","104.0","1993-01-06","0.31",,"49","33"
"BE000006447","50.8","4.35","104.0","1993-01-07","0.13",,"50","41"
"BE000006447","50.8","4.35","104.0","1993-01-08","0.01",,"45","40"
"BE000006447","50.8","4.35","104.0","1993-01-09","0.05",,"53","33"
"BE000006447","50.8","4.35","104.0","1993-01-10","0.20",,"54","43"
"BE000006447","50.8","4.35","104.0","1993-01-11","0.62",,"51","48"
"BE000006447","50.8","4.35","104.0","1993-01-12","0.02",,"46","41"
"BE000006447","50.8","4.35","104.0","1993-01-13","0.10",,"59","38"
"BE000006447","50.8","4.35","104.0","1993-01-14","0.00",,"49","39"
"BE000006447","50.8","4.35","104.0","1993-01-15","0.04",,"55","42"
"BE000006447","50.8","4.35","104.0","1993-01-16","0.00",,"56","45"
"BE000006447","50.8","4.35","104.0","1993-01-17","0.03",,"51","46"
"BE000006447","50.8","4.35","104.0","1993-01-18","0.00",,"48","42"
"BE000006447","50.8","4.35","104.0","1993-01-19","0.00",,"50","38"
"BE000006447","50.8","4.35","104.0","1993-01-20","0.25",,"52","41"
"BE000006447","50.8","4.35","104.0","1993-01-21","0.08",,"55","45"
"BE000006447","50.8","4.35","104.0","1993-01-22","0.54",,"54","44"
"BE000006447","50.8","4.35","104.0","1993-01-23","0.27",,"52","41"
"BE000006447","50.8","4.35","104.0","1993-01-24","0.03",,"50","39"
"BE000006447","50.8","4.35","104.0","1993-01-25","0.00",,"42","37"
"BE000006447","50.8","4.35","104.0","1993-01-26","0.22",,"43","29"
"BE000006447","50.8","4.35","104.0","1993-01-27","0.03",,"44","30"
"BE000006447","50.8","4.35","104.0","1993-01-28","0.19",,"49","39"
"BE000006447","50.8","4.35","104.0","1993-01-29","0.19",,"49","44"
"BE000006447","50.8","4.35","104.0","1993-01-30","0.00",,"47","39"
"BE000006447","50.8","4.35","104.0","1993-01-31","0.00",,"44","35"
"BE000006447","50.8","4.35","104.0","1993-02-01","0.00",,"39","26"
"BE000006447","50.8","4.35","104.0","1993-02-02","0.00",,"35","26"
"BE000006447","50.8","4.35","104.0","1993-02-03","0.00",,"36","32"
"BE000006447","50.8","4.35","104.0","1993-02-04","0.00",,"32","29"
"BE000006447","50.8","4.35","104.0","1993-02-05","0.00",,"34","29"
"BE000006447","50.8","4.35","104.0","1993-02-06","0.04",,"40","30"
"BE000006447","50.8","4.35","104.0","1993-02-07","0.02",,"44","34"
"BE000006447","50.8","4.35","104.0","1993-02-08","0.00",,"42","40"
"BE000006447","50.8","4.35","104.0","1993-02-09","0.00",,"38","36"
"BE000006447","50.8","4.35","104.0","1993-02-10","0.00",,"40","33"
"BE000006447","50.8","4.35","104.0","1993-02-11","0.00",,"38","32"
"BE000006447","50.8","4.35","104.0","1993-02-12","0.00",,"51","30"
"BE000006447","50.8","4.35","104.0","1993-02-13","0.00",,"37","27"
"BE000006447","50.8","4.35","104.0","1993-02-14","0.00",,"34","27"
"BE000006447","50.8","4.35","104.0","1993-02-15","0.01",,"36","30"
"BE000006447","50.8","4.35","104.0","1993-02-16","0.14",,"47","31"
"BE000006447","50.8","4.35","104.0","1993-02-17","0.07",,"46","36"
"BE000006447","50.8","4.35","104.0","1993-02-18","0.02",,"45","42"
"BE000006447","50.8","4.35","104.0","1993-02-19","0.07",,"45","40"
"BE000006447","50.8","4.35","104.0","1993-02-20","0.07",,"46","37"
"BE000006447","50.8","4.35","104.0","1993-02-21","0.21",,"41","37"
"BE000006447","50.8","4.35","104.0","1993-02-22","0.03",,"40","33"
"BE000006447","50.8","4.35","104.0","1993-02-23","0.00",,"35","28"
"BE000006447","50.8","4.35","104.0","1993-02-24","0.00",,"42","26"
"BE000006447","50.8","4.35","104.0","1993-02-25","0.09",,"37","26"
"BE000006447","50.8","4.35","104.0","1993-02-26","0.27",,"39","33"
"BE000006447","50.8","4.35","104.0","1993-02-27","0.02",,"39","33"
"BE000006447","50.8","4.35","104.0","1993-02-28","0.00",,"39","27"
"BE000006447","50.8","4.35","104.0","1993-03-01","0.00",,"37","27"
"BE000006447","50.8","4.35","104.0","1993-03-02","0.00",,"43","29"
"BE000006447","50.8","4.35","104.0","1993-03-03","0.00",,"31","29"
"BE000006447","50.8","4.35","104.0","1993-03-04","0.00",,"36","26"
"BE000006447","50.8","4.35","104.0","1993-03-05","0.11",,"42","27"
"BE000006447","50.8","4.35","104.0","1993-03-06","0.01",,"45","32"
"BE000006447","50.8","4.35","104.0","1993-03-07","0.00",,"43","40"
"BE000006447","50.8","4.35","104.0","1993-03-08","0.00",,"49","34"
"BE000006447","50.8","4.35","104.0","1993-03-09","0.00",,"48","30"
"BE000006447","50.8","4.35","104.0","1993-03-10","0.00",,"53","31"
"BE000006447","50.8","4.35","104.0","1993-03-11","0.00",,"56","42"
"BE000006447","50.8","4.35","104.0","1993-03-12","0.00",,"62","41"
"BE000006447","50.8","4.35","104.0","1993-03-13","0.00",,"62","41"
"BE000006447","50.8","4.35","104.0","1993-03-14","0.00",,"64","43"
"BE000006447","50.8","4.35","104.0","1993-03-15","0.00",,"65","43"
"BE000006447","50.8","4.35","104.0","1993-03-16","0.00",,"62","45"
"BE000006447","50.8","4.35","104.0","1993-03-17","0.00",,"59","47"
"BE000006447","50.8","4.35","104.0","1993-03-18","0.00",,"53","47"
"BE000006447","50.8","4.35","104.0","1993-03-19","0.00",,"52","38"
"BE000006447","50.8","4.35","104.0","1993-03-20","0.00",,"56","33"
"BE000006447","50.8","4.35","104.0","1993-03-21","0.00",,"62","35"
"BE000006447","50.8","4.35","104.0","1993-03-22","0.05",,"58","45"
"BE000006447","50.8","4.35","104.0","1993-03-23","0.00",,"53","39"
"BE000006447","50.8","4.35","104.0","1993-03-24","0.00",,"50","33"
"BE000006447","50.8","4.35","104.0","1993-03-25","0.00",,"47","36"
"BE000006447","50.8","4.35","104.0","1993-03-26","0.00",,"49","36"
"BE000006447","50.8","4.35","104.0","1993-03-27","0.00",,"47","30"
"BE000006447","50.8","4.35","104.0","1993-03-28","0.00",,"46","29"
"BE000006447","50.8","4.35","104.0","1993-03-29","0.00",,"50","29"
"BE000006447","50.8","4.35","104.0","1993-03-30","0.00",,"61","32"
"BE000006447","50.8","4.35","104.0","1993-03-31","0.00",,"66","37"
"BE000006447","50.8","4.35","104.0","1993-04-01","0.12",,"55","49"
"BE000006447","50.8","4.35","104.0","1993-04-02","0.00",,"53","41"
"BE000006447","50.8","4.35","104.0","1993-04-03","0.02",,"55","35"
"BE000006447","50.8","4.35","104.0","1993-04-04","0.14",,"51","36"
"BE000006447","50.8","4.35","104.0","1993-04-05","0.16",,"48","37"
"BE000006447","50.8","4.35","104.0","1993-04-06","0.04",,"53","40"
"BE000006447","50.8","4.35","104.0","1993-04-07","0.00",,"50","44"
"BE000006447","50.8","4.35","104.0","1993-04-08","0.00",,"53","41"
"BE000006447","50.8","4.35","104.0","1993-04-09","0.02",,"59","40"
"BE000006447","50.8","4.35","104.0","1993-04-10","0.04",,"60","40"
"BE000006447","50.8","4.35","104.0","1993-04-11","0.00",,"59","41"
"BE000006447","50.8","4.35","104.0","1993-04-12","0.02",,"58","40"
"BE000006447","50.8","4.35","104.0","1993-04-13","0.17",,"55","41"
"BE000006447","50.8","4.35","104.0","1993-04-14","0.32",,"56","43"
"BE000006447","50.8","4.35","104.0","1993-04-15","0.01",,"56","43"
"BE000006447","50.8","4.35","104.0","1993-04-16","0.00",,"60","42"
"BE000006447","50.8","4.35","104.0","1993-04-17","0.11",,"55","42"
"BE000006447","50.8","4.35","104.0","1993-04-18","0.04",,"55","48"
"BE000006447","50.8","4.35","104.0","1993-04-19","0.00",,"58","49"
"BE000006447","50.8","4.35","104.0","1993-04-20","0.00",,"74","48"
"BE000006447","50.8","4.35","104.0","1993-04-21","0.00",,"73","51"
"BE000006447","50.8","4.35","104.0","1993-04-22","0.05",,"64","50"
"BE000006447","50.8","4.35","104.0","1993-04-23","0.00",,"68","48"
"BE000006447","50.8","4.35","104.0","1993-04-24","0.00",,"69","50"
"BE000006447","50.8","4.35","104.0","1993-04-25","0.01",,"63","52"
"BE000006447","50.8","4.35","104.0","1993-04-26","0.00",,"67","52"
"BE000006447","50.8","4.35","104.0","1993-04-27","0.00",,"76","53"
"BE000006447","50.8","4.35","104.0","1993-04-28","0.00",,"79","54"
"BE000006447","50.8","4.35","104.0","1993-04-29","0.00",,"77","55"
"BE000006447","50.8","4.35","104.0","1993-04-30","0.00",,"79","53"
"BE000006447","50.8","4.35","104.0","1993-05-01","0.00",,"70","53"
"BE000006447","50.8","4.35","104.0","1993-05-02","0.00",,"56","54"
"BE000006447","50.8","4.35","104.0","1993-05-03","0.00",,"55","48"
"BE000006447","50.8","4.35","104.0","1993-05-04","0.00",,"58","45"
"BE000006447","50.8","4.35","104.0","1993-05-05","0.00",,"59","41"
"BE000006447","50.8","4.35","104.0","1993-05-06","0.00",,"60","40"
"BE000006447","50.8","4.35","104.0","1993-05-07","0.00",,"56","41"
"BE000006447","50.8","4.35","104.0","1993-05-08","0.10",,"70","49"
"BE000006447","50.8","4.35","104.0","1993-05-09","0.06",,"70","52"
"BE000006447","50.8","4.35","104.0","1993-05-10","0.12",,"76","54"
"BE000006447","50.8","4.35","104.0","1993-05-11","0.02",,"80","57"
"BE000006447","50.8","4.35","104.0","1993-05-12","0.27",,"71","57"
"BE000006447","50.8","4.35","104.0","1993-05-13","0.07",,"55","51"
"BE000006447","50.8","4.35","104.0","1993-05-14","0.07",,"61","48"
"BE000006447","50.8","4.35","104.0","1993-05-15","0.01",,"58","45"
"BE000006447","50.8","4.35","104.0","1993-05-16","0.00",,"62","41"
"BE000006447","50.8","4.35","104.0","1993-05-17","0.00",,"76","48"
"BE000006447","50.8","4.35","104.0","1993-05-18","0.06",,"66","56"
"BE000006447","50.8","4.35","104.0","1993-05-19","0.47",,"68","54"
"BE000006447","50.8","4.35","104.0","1993-05-20","0.00",,"71","53"
"BE000006447","50.8","4.35","104.0","1993-05-21","0.00",,"62","50"
"BE000006447","50.8","4.35","104.0","1993-05-22","0.00",,"67","44"
"BE000006447","50.8","4.35","104.0","1993-05-23","0.00",,"74","52"
"BE000006447","50.8","4.35","104.0","1993-05-24","0.00",,"80","55"
"BE000006447","50.8","4.35","104.0","1993-05-25","0.00",,"81","59"
"BE000006447","50.8","4.35","104.0","1993-05-26","0.76",,"80","60"
"BE000006447","50.8","4.35","104.0","1993-05-27","0.70",,"69","58"
"BE000006447","50.8","4.35","104.0","1993-05-28","0.07",,"58","53"
"BE000006447","50.8","4.35","104.0","1993-05-29","0.02",,"70","49"
